CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-13308 - HIGH -  ImageMagick: heap-based buffer overflow in MagickCore/fourier.c in ComplexImage
CVE-2020-27752 - HIGH -  ImageMagick: heap-based buffer overflow in PopShortPixel in MagickCore/quantum-private.h
CVE-2022-28463 - HIGH -  ImageMagick: heap-buffer-overflow in PushLongPixel() of quantum-private.h
CVE-2018-8960 - HIGH -  ImageMagick: heap-buffer-overflow in ReadTIFFImage function in coders/tiff.c
CVE-2017-12805 - HIGH -  ImageMagick: memory exhaustion in function ReadTIFFImage causing denial of service
CVE-2017-12806 - HIGH -  ImageMagick: memory exhaustion in function format8BIM causing denial of service
CVE-2019-10131 - HIGH -  ImageMagick: off-by-one read in formatIPTCfromBuffer function in coders/meta.c
CVE-2020-27766 - HIGH -  ImageMagick: outside the range of representable values of type 'unsigned long' at MagickCore/statistic.c
CVE-2019-13304 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced assignment
CVE-2019-13305 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced strncpy and an off-by-one error
CVE-2019-13306 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of off-by-one errors
CVE-2021-20309 - HIGH -  ImagemMagick: Division by zero in WaveImage() of MagickCore/visual-effects.c
CVE-2020-14583 - HIGH -  OpenJDK: Bypass of boundary checks in nio.Buffer via concurrent access (Libraries, 8238920)
CVE-2022-21476 - HIGH -  OpenJDK: Defective secure validation in Apache Santuario (Libraries, 8278008)
CVE-2019-2698 - HIGH -  OpenJDK: Font layout engine out of bounds access setCurrGlyphID() (2D, 8219022)
CVE-2020-14593 - HIGH -  OpenJDK: Incomplete bounds checks in Affine Transformations (2D, 8240119)
CVE-2020-2803 - HIGH -  OpenJDK: Incorrect bounds checks in NIO Buffers (Libraries, 8234841)
CVE-2021-2388 - HIGH -  OpenJDK: Incorrect comparison during range check elimination (Hotspot, 8264066)
CVE-2020-2805 - HIGH -  OpenJDK: Incorrect type checks in MethodType.readObject() (Libraries, 8235274)
CVE-2020-2604 - HIGH -  OpenJDK: Serialization filter changes via jdk.serialFilter property modification (Serialization, 8231422)
CVE-2019-2602 - HIGH -  OpenJDK: Slow conversion of BigDecimal to long (Libraries, 8211936)
CVE-2020-14409 - HIGH -  SDL2: Integer overflow in SDL_BlitCopy in video/SDL_blit_copy.c via a crafted .BMP file
CVE-2017-2888 - HIGH -  SDL: Integer overflow while creating a new RGB surface
CVE-2019-7572 - HIGH -  SDL: buffer over-read in IMA_ADPCM_nibble in audio/SDL_wave.c
CVE-2019-7577 - HIGH -  SDL: buffer over-read in SDL_LoadWAV_RW in audio/SDL_wave.c
CVE-2019-7635 - HIGH -  SDL: heap-based buffer over-read in Blit1to4 in video/SDL_blit_1.c
CVE-2019-7574 - HIGH -  SDL: heap-based buffer over-read in IMA_ADPCM_decode in audio/SDL_wave.c
CVE-2019-7578 - HIGH -  SDL: heap-based buffer over-read in InitIMA_ADPCM in audio/SDL_wave.c
CVE-2019-7573 - HIGH -  SDL: heap-based buffer over-read in InitMS_ADPCM in audio/SDL_wave.c
CVE-2019-7576 - HIGH -  SDL: heap-based buffer over-read in InitMS_ADPCM in audio/SDL_wave.c
CVE-2019-7638 - HIGH -  SDL: heap-based buffer over-read in Map1toN in video/SDL_pixels.c
CVE-2019-7636 - HIGH -  SDL: heap-based buffer over-read in SDL_GetRGB in video/SDL_pixels.c
CVE-2019-7575 - HIGH -  SDL: heap-based buffer overflow in MS_ADPCM_decode in audio/SDL_wave.c
CVE-2019-13616 - HIGH -  SDL: heap-based buffer overflow in SDL blit functions in video/SDL_blit*.c
CVE-2019-7637 - HIGH -  SDL: heap-based buffer overflow in SDL_FillRect in video/SDL_surface.c
CVE-2021-21348 - HIGH -  XStream: ReDoS vulnerability
CVE-2021-21349 - HIGH -  XStream: SSRF can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host
CVE-2020-26258 - HIGH -  XStream: Server-Side Forgery Request vulnerability can be activated when unmarshalling
CVE-2021-21341 - HIGH -  XStream: allow a remote attacker to cause DoS only by manipulating the processed input stream
CVE-2021-21343 - HIGH -  XStream: arbitrary file deletion on the local host via crafted input stream
CVE-2020-26217 - HIGH -  XStream: remote code execution due to insecure XML deserialization when relying on blocklists
CVE-2021-29505 - HIGH -  XStream: remote command execution attack by manipulating the processed input stream
CVE-2019-10086 - HIGH -  apache-commons-beanutils: does not suppresses the class property in PropertyUtilsBean by default
CVE-2021-35516 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted 7Z archive
CVE-2021-35517 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted TAR archive
CVE-2021-36090 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted ZIP archive
CVE-2021-35515 - HIGH -  apache-commons-compress: infinite loop when reading a specially crafted 7Z archive
CVE-2017-12613 - HIGH -  apr: Out-of-bounds array deref in apr_time_exp*() functions
CVE-2020-11987 - HIGH -  batik: SSRF due to improper input validation by the NodePickerPanel
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2017-5130 - HIGH -  chromium-browser: heap overflow in libxml2
CVE-2020-3898 - HIGH -  cups: heap based buffer overflow in libcups's ppdFindOption() in ppd-mark.c
CVE-2019-8696 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_packed function
CVE-2019-8675 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_type function
CVE-2020-8231 - HIGH -  curl: Expired pointer dereference via multi API with CURLOPT_CONNECT_ONLY option set
CVE-2020-8177 - HIGH -  curl: Incorrect argument check can allow remote servers to overwrite local files
CVE-2020-8286 - HIGH -  curl: Inferior OCSP verification
CVE-2020-8285 - HIGH -  curl: Malicious FTP server can trigger stack overflow when CURLOPT_CHUNK_BGN_FUNCTION is used
CVE-2018-16890 - HIGH -  curl: NTLM type-2 heap out-of-bounds buffer read
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2019-3823 - HIGH -  curl: SMTP end-of-response out-of-bounds read
CVE-2019-5436 - HIGH -  curl: TFTP receive heap buffer overflow in tftp_receive_packet() function
CVE-2019-19906 - HIGH -  cyrus-sasl: denial of service in _sasl_add_string function
CVE-2022-24407 - HIGH -  cyrus-sasl: failure to properly escape SQL input allows an attacker to execute arbitrary SQL commands
CVE-2019-12749 - HIGH -  dbus: DBusServer DBUS_COOKIE_SHA1 authentication bypass
CVE-2020-35512 - HIGH -  dbus: users with the same numeric UID could lead to use-after-free and undefined behaviour
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2021-29457 - HIGH -  exiv2: Heap-based buffer overflow in Exiv2::Jp2Image::doWriteMetadata
CVE-2021-31292 - HIGH -  exiv2: Integer overflow in CrwMap:encode0x1810 leading to heap-based buffer overflow and DoS
CVE-2020-18771 - HIGH -  exiv2: buffer overflow in Exiv2::Internal::Nikon1MakerNote::print0x0088 in nikonmn_int.cpp
CVE-2019-20421 - HIGH -  exiv2: infinite loop and hang in Jp2Image::readMetadata() in jp2image.cpp could lead to DoS
CVE-2021-46143 - HIGH -  expat: Integer overflow in doProlog in xmlparse.c
CVE-2022-22825 - HIGH -  expat: Integer overflow in lookup in xmlparse.c
CVE-2022-22826 - HIGH -  expat: Integer overflow in nextScaffoldPart in xmlparse.c
CVE-2022-22827 - HIGH -  expat: Integer overflow in storeAtts in xmlparse.c
CVE-2021-45960 - HIGH -  expat: Large number of prefixed XML attributes on a single tag can crash libexpat
CVE-2019-15903 - HIGH -  expat: heap-based buffer over-read via crafted XML input
CVE-2018-20843 - HIGH -  expat: large number of colons in input makes parser consume high amount of resources, leading to DoS
CVE-2022-25308 - HIGH -  fribidi: Stack based buffer overflow
CVE-2018-12886 - HIGH -  gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass
CVE-2019-14869 - HIGH -  ghostscript: -dSAFER escape in .charkeys (701841)
CVE-2019-10216 - HIGH -  ghostscript: -dSAFER escape via .buildfont1 (701394)
CVE-2019-25059 - HIGH -  ghostscript: Mishandling of .completefont (incomplete fix for CVE-2019-3839)
CVE-2019-14811 - HIGH -  ghostscript: Safer mode bypass by .forceput exposure in .pdf_hook_DSC_Creator (701445)
CVE-2019-14817 - HIGH -  ghostscript: Safer mode bypass by .forceput exposure in .pdfexectoken and other procedures (701450)
CVE-2019-14812 - HIGH -  ghostscript: Safer mode bypass by .forceput exposure in setuserparams (701444)
CVE-2019-3839 - HIGH -  ghostscript: missing attack vector protections for CVE-2019-6116
CVE-2019-6116 - HIGH -  ghostscript: subroutines within pseudo-operators must themselves be pseudo-operators (700317)
CVE-2020-16303 - HIGH -  ghostscript: use-after-free in xps_finish_image_path() in devices/vector/gdevxps.c could result in a privilege escalation
CVE-2018-11489 - HIGH -  giflib: heap-based buffer overflow in DGifDecompressLine function in dgif_lib.c
CVE-2018-11490 - HIGH -  giflib: heap-based buffer overflow in DGifDecompressLine function in dgif_lib.c
CVE-2020-23922 - HIGH -  giflib: out-of-bounds read in DumpScreen2RGB() in gif2rgb.c in gif2rgb tool
CVE-2022-28506 - HIGH -  giflib:Buffer overflow in function DumpScreen2RGB()
CVE-2020-5260 - HIGH -  git: Crafted URL containing new lines can cause credential leak
CVE-2020-11008 - HIGH -  git: Crafted URL containing new lines, empty host or lacks a scheme can cause credential leak
CVE-2019-1352 - HIGH -  git: Files inside the .git directory may be overwritten during cloning via NTFS Alternate Data Streams
CVE-2022-24765 - HIGH -  git: On multi-user machines Git users might find themselves unexpectedly in a Git worktree
CVE-2019-1349 - HIGH -  git: Recursive submodule cloning allows using git directory twice with synonymous directory name written in .git/
CVE-2019-1387 - HIGH -  git: Remote code execution in recursive clones with nested submodules
CVE-2021-21300 - HIGH -  git: remote code execution during clone operation on case-insensitive filesystems
CVE-2021-40330 - HIGH -  git: unexpected cross-protocol requests via a repository path containing a newline character
CVE-2019-13012 - HIGH -  glib2: insecure permissions for files and directories
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-27219 - HIGH -  glib: integer overflow in g_bytes_new function on 64-bit platforms due to an implicit cast from 64 bits to 32 bits
CVE-2021-3326 - HIGH -  glibc: Assertion failure in ISO-2022-JP-3 gconv module related to combining characters
CVE-2017-1000409 - HIGH -  glibc: Buffer overflow triggerable via LD_LIBRARY_PATH
CVE-2017-16997 - HIGH -  glibc: Incorrect handling of RPATH in elf/dl-load.c can be used to execute code loaded from arbitrary libraries
CVE-2017-1000408 - HIGH -  glibc: Memory leak reachable via LD_HWCAP_MASK
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-1751 - HIGH -  glibc: array overflow in backtrace functions for powerpc
CVE-2009-5155 - HIGH -  glibc: parse_reg_exp in posix/regcomp.c misparses alternatives leading to denial of service or trigger incorrect result
CVE-2018-1000001 - HIGH -  glibc: realpath() buffer underflow when getcwd() returns relative path allows privilege escalation
CVE-2020-1752 - HIGH -  glibc: use-after-free in glob() function when expanding ~user
CVE-2021-43618 - HIGH -  gmp: Integer overflow and resultant buffer overflow via crafted input
CVE-2018-1000858 - HIGH -  gnupg2: Cross site request forgery in dirmngr resulting in an information disclosure or denial of service
CVE-2019-3829 - HIGH -  gnutls: use-after-free/double-free in certificate verification
CVE-2018-7999 - HIGH -  graphite2: NULL pointer dereference in Segment.cpp in libgraphite2
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2020-25638 - HIGH -  hibernate-core: SQL injection vulnerability when both hibernate.use_sql_comments and JPQL String literals are used
CVE-2019-9956 - HIGH -  imagemagick: stack-based buffer overflow in function PopHexPixel in coders/ps.c
CVE-2019-12977 - HIGH -  imagemagick: use of uninitialised value in function WriteJP2Image in coders/jp2.c
CVE-2019-12978 - HIGH -  imagemagick: use of uninitialized value in function ReadPANGOImage in coders/pango.c
CVE-2019-12979 - HIGH -  imagemagick: use of uninitialized value in functionSyncImageSettings in MagickCore/image.c
CVE-2020-25649 - HIGH -  jackson-databind: FasterXML DOMDeserializer insecure entity expansion is vulnerable to XML external entity (XXE)
CVE-2019-14439 - HIGH -  jackson-databind: Polymorphic typing issue related to logback/JNDI
