CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-13310 - LOW -  ImageMagick: memory leaks at AcquireMagickMemory because of an error in MagickWand/mogrify.c
CVE-2019-13309 - LOW -  ImageMagick: memory leaks at AcquireMagickMemory due to mishandling the NoSuchImage error in CLIListOperatorImages
CVE-2019-13301 - LOW -  ImageMagick: memory leaks in AcquireMagickMemory
CVE-2020-25675 - LOW -  ImageMagick: outside the range of representable values of type 'long' and integer overflow at MagickCore/transform.c and MagickCore/image.c
CVE-2020-25666 - LOW -  ImageMagick: outside the range of representable values of type int and signed integer overflow in MagickCore/histogram.c
CVE-2017-17880 - LOW -  ImageMagick: stack-based buffer over-read in WriteWEBPImage in coders/webp.c
CVE-2012-5639 - LOW -  LibreOffice / OpenOffice: automatic opening of embedded external data
CVE-2020-14782 - LOW -  OpenJDK: Certificate blacklist bypass via alternate certificate encodings (Libraries, 8237995)
CVE-2020-14781 - LOW -  OpenJDK: Credentials sent over unencrypted LDAP connection (JNDI, 8237990)
CVE-2020-14779 - LOW -  OpenJDK: High memory usage during deserialization of Proxy class with many interfaces (Serialization, 8236862)
CVE-2020-14797 - LOW -  OpenJDK: Incomplete check for invalid characters in URI to path conversion (Libraries, 8242685)
CVE-2022-21248 - LOW -  OpenJDK: Incomplete deserialization class filtering in ObjectInputStream (Serialization, 8264934)
CVE-2020-2659 - LOW -  OpenJDK: Incomplete enforcement of maxDatagramSockets limit in DatagramChannelImpl (Networking, 8231795)
CVE-2022-21443 - LOW -  OpenJDK: Missing check for negative ObjectIdentifier (Libraries, 8275151)
CVE-2020-14798 - LOW -  OpenJDK: Missing maximum length check in WindowsNativeDispatcher.asNativeBuffer() (Libraries, 8242695)
CVE-2020-14796 - LOW -  OpenJDK: Missing permission check in path to URI conversion (Libraries, 8242680)
CVE-2019-2422 - LOW -  OpenJDK: memory disclosure in FileChannelImpl (Libraries, 8206290)
CVE-2017-6519 - LOW -  avahi: Multicast DNS responds to unicast queries outside of local network
CVE-2014-8166 - LOW -  cups: code execution via unescape ANSI escape sequences
CVE-2020-7020 - LOW -  elasticsearch: not properly preserving security permissions when executing complex queries may lead to information disclosure
CVE-2021-29623 - LOW -  exiv2: Use of uninitialized memory in isWebPType() may lead to information leak
CVE-2018-14338 - LOW -  exiv2: buffer overflow in samples/geotag.cpp
CVE-2017-2870 - LOW -  gdk-pixbuf2: Integer overflow in tiff_image_parse function
CVE-2017-15298 - LOW -  git: Mishandling layers of tree objects
CVE-2022-24975 - LOW -  git: The --mirror option for git leaks secret for deleted content, aka the "GitBleed"
CVE-2018-1000021 - LOW -  git: client prints server-sent ANSI escape codes to the terminal, allowing for unverified messages to potentially execute arbitrary commands
CVE-2012-0039 - LOW -  glib2: hash table collisions CPU usage DoS
CVE-2019-16707 - LOW -  hunspell: out-of-bounds read in SuggestMgr::leftcommonsubstring in suggestmgr.cxx
CVE-2019-7175 - LOW -  imagemagick: memory leak in function DecodeImage in coders/pcd.c
CVE-2019-12976 - LOW -  imagemagick: memory leak vulnerability in function ReadPCLImage in coders/pcl.c
CVE-2019-12975 - LOW -  imagemagick: memory leak vulnerability in function WriteDPXImage in coders/dpx.c
CVE-2012-2663 - LOW -  iptables: --syn flag bypass
CVE-2017-11462 - LOW -  krb5: Automatic sec context deletion could lead to double-free
CVE-2017-15088 - LOW -  krb5: Buffer overflow in get_matching_data()
CVE-2019-2201 - LOW -  libjpeg-turbo: several integer overflows and subsequent segfaults when attempting to compress/decompress gigapixel images
CVE-2021-4214 - LOW -  libpng: hardcoded value leads to heap-overflow
CVE-2020-12802 - LOW -  libreoffice: 'stealth mode' remote resource restrictions bypass
CVE-2020-12803 - LOW -  libreoffice: forms allowed to be submitted to any URI could result in local file overwrite
CVE-2020-35521 - LOW -  libtiff: Memory allocation failure in tiff2rgba
CVE-2020-35522 - LOW -  libtiff: Memory allocation failure in tiff2rgba
CVE-2017-17973 - LOW -  libtiff: heap-based use after free in tiff2pdf.c:t2p_writeproc
CVE-2019-9371 - LOW -  libvpx: Resource exhaustion after memory leak in mkvparser.cc
CVE-2018-15853 - LOW -  libxkbcommon: Endless recursion in xkbcomp/expr.c resulting in a crash
CVE-2018-15856 - LOW -  libxkbcommon: Infinite loop when reaching EOL unexpectedly resulting in a crash
CVE-2018-15857 - LOW -  libxkbcommon: Invalid free in ExprAppendMultiKeysymList resulting in a crash
CVE-2018-15861 - LOW -  libxkbcommon: NULL pointer dereference in ExprResolveLhs resulting in a crash
CVE-2018-15862 - LOW -  libxkbcommon: NULL pointer dereference in LookupModMask resulting in a crash
CVE-2018-15863 - LOW -  libxkbcommon: NULL pointer dereference in ResolveStateAndPredicate resulting in a crash
CVE-2018-15864 - LOW -  libxkbcommon: NULL pointer dereference in resolve_keysym resulting in a crash
CVE-2018-15854 - LOW -  libxkbcommon: NULL pointer dereference resulting in a crash
CVE-2018-15858 - LOW -  libxkbcommon: NULL pointer dereference when handling invalid aliases in CopyKeyAliasesToKeymap resulting in a crash
CVE-2018-15855 - LOW -  libxkbcommon: NULL pointer dereference when handling xkb_geometry
CVE-2018-15859 - LOW -  libxkbcommon: NULL pointer dereference when parsing invalid atoms in ExprResolveLhs resulting in a crash
CVE-2015-9019 - LOW -  libxslt: math.random() in xslt uses unseeded randomness
CVE-2020-8991 - LOW -  lvm2: memory leak in vg_lookup in daemons/lvmetad/lvmetad-core.c
CVE-2018-17983 - LOW -  mercurial: Out-of-bounds read in cext/manifest.c
CVE-2018-16376 - LOW -  openjpeg: Heap-based buffer overflow in function t2_encode_packet in src/lib/openmj2/t2.c
CVE-2018-16375 - LOW -  openjpeg: Heap-based buffer overflow in pnmtoimage function in bin/jpwl/convert.c
CVE-2018-20845 - LOW -  openjpeg: division-by-zero in functions pi_next_pcrl, pi_next_cprl, and pi_next_rpcl in openmj2/pi.c
CVE-2018-20847 - LOW -  openjpeg: integer overflow in function opj_get_encoding_parameters in openjp2/pi.c
CVE-2021-3601 - LOW -  openssl: Certificate with CA:FALSE is accepted as valid CA cert
CVE-2017-2814 - LOW -  poppler: Heap-buffer overflow in DCTStream::readScan()
CVE-2017-2818 - LOW -  poppler: Heap-buffer overflow in the image rendering functionality
CVE-2017-7511 - LOW -  poppler: Null pointer dereference in pdfunite via crafted documents
CVE-2018-19060 - LOW -  poppler: pdfdetach utility does not validate save paths
CVE-2018-20551 - LOW -  poppler: reachable Object::getString assertion in AnnotRichMedia class in Annot.c
CVE-2008-4108 - LOW -  python: Generic FAQ wizard moving tool insecure auxiliary /tmp file usage (symlink attack possible)
CVE-2019-9674 - LOW -  python: Nested zip file (Zip bomb) vulnerability in Lib/zipfile.py
CVE-2004-0971 - LOW -  security flaw
CVE-2017-13685 - LOW -  sqlite: Local DoS via dump_callback function
CVE-2021-4217 - LOW -  unzip: Null pointer dereference in Unicode strings code
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2021-44269 - LOW -  wavpack: heap Out-of-bounds Read
GHSA-673j-qm5f-xpv8 - MEDIUM -  Arbitrary File Write Vulnerability
CVE-2022-29577 - MEDIUM -  Cross-site Scripting in OWASP AntiSamy
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2017-13133 - MEDIUM -  ImageMagick: Improper input validadion in load_level function in coders/xcf.c
CVE-2017-14741 - MEDIUM -  ImageMagick: Infinite loop in the ReadCAPTIONImage function
CVE-2017-13061 - MEDIUM -  ImageMagick: Length-validation vulnerability was found in the function ReadPSDLayersInternal function
CVE-2018-7443 - MEDIUM -  ImageMagick: Memory allocation failure in ReadTIFFImage function in memory.c
CVE-2017-12563 - MEDIUM -  ImageMagick: Memory exhaustion in the function ReadPSDImage
CVE-2017-13658 - MEDIUM -  ImageMagick: Missing NULL check in the ReadMATImage function
CVE-2017-14060 - MEDIUM -  ImageMagick: NULL pointer dereference in ReadCUTImage function
CVE-2017-14505 - MEDIUM -  ImageMagick: Null pointer dereference in DrawGetStrokeDashArray function in wand/drawing-wand.c
CVE-2017-12674 - MEDIUM -  ImageMagick: Resource exhaustion in the function ReadPDBImage
CVE-2017-18252 - MEDIUM -  ImageMagick: assertion failure in MogrifyImageList function in MagickWand/mogrify.c
CVE-2019-11472 - MEDIUM -  ImageMagick: denial of service in ReadXWDImage in coders/xwd.c in the XWD image parsing component
CVE-2019-11470 - MEDIUM -  ImageMagick: denial of service in cineon parsing component
CVE-2017-17914 - MEDIUM -  ImageMagick: denial of service in the function ReadOnePNGImage in coders/png.c
CVE-2019-14981 - MEDIUM -  ImageMagick: division by zero in MeanShiftImage in MagickCore/feature.c
CVE-2020-25664 - MEDIUM -  ImageMagick: heap-based buffer overflow in PopShortPixel in MagickCore/quantum-private.h
CVE-2020-25674 - MEDIUM -  ImageMagick: heap-based buffer overflow in WriteOnePNGImage in coders/png.c
CVE-2020-25665 - MEDIUM -  ImageMagick: heap-based buffer overflow in WritePALMImage in coders/palm.c
CVE-2022-1115 - MEDIUM -  ImageMagick: heap-buffer-overflow in PushShortPixel of quantum-private.h
CVE-2017-18273 - MEDIUM -  ImageMagick: infinite loop ReadTXTImage  in function in coders/txt.c
CVE-2017-18271 - MEDIUM -  ImageMagick: infinite loop in ReadMIFFImage function in coders/miff.c
CVE-2018-20467 - MEDIUM -  ImageMagick: infinite loop in coders/bmp.c
CVE-2018-16643 - MEDIUM -  ImageMagick: missing check for fputc function in multiple files
CVE-2019-15139 - MEDIUM -  ImageMagick: out-of-bounds read in ReadXWDImage in coders/xwd.c
CVE-2020-25676 - MEDIUM -  ImageMagick: outside the range of representable values of type 'long' and integer overflow at MagickCore/pixel.c and MagickCore/cache.c
CVE-2021-39212 - MEDIUM -  ImageMagick: possible read or write in postscript files
CVE-2014-0149 - MEDIUM -  JBoss Seam: XSS flaw in remoting
CVE-2022-22747 - MEDIUM -  Mozilla: Crash when handling empty pkcs7 sequence
CVE-2022-21305 - MEDIUM -  OpenJDK: Array indexing issues in LIRGenerator (Hotspot, 8272014)
CVE-2022-21340 - MEDIUM -  OpenJDK: Excessive resource use when reading JAR manifest attributes (Libraries, 8272026)
CVE-2022-21434 - MEDIUM -  OpenJDK: Improper object-to-string conversion in AnnotationInvocationHandler (Libraries, 8277672)
CVE-2022-21293 - MEDIUM -  OpenJDK: Incomplete checks of StringBuffer and StringBuilder during deserialization (Libraries, 8270392)
CVE-2021-2163 - MEDIUM -  OpenJDK: Incomplete enforcement of JAR signing disabled algorithms (Libraries, 8249906)
CVE-2022-21294 - MEDIUM -  OpenJDK: Incorrect IdentityHashMap size checks during deserialization (Libraries, 8270416)
CVE-2022-21296 - MEDIUM -  OpenJDK: Incorrect access checks in XMLEntityManager (JAXP, 8270498)
CVE-2022-21299 - MEDIUM -  OpenJDK: Infinite loop related to incorrect handling of newlines in XMLEntityScanner (JAXP, 8270646)
CVE-2022-21282 - MEDIUM -  OpenJDK: Insufficient URI checks in the XSLT TransformerImpl (JAXP, 8270492)
CVE-2022-21341 - MEDIUM -  OpenJDK: Insufficient checks when deserializing exceptions in ObjectInputStream (Serialization, 8272236)
CVE-2022-21365 - MEDIUM -  OpenJDK: Integer overflow in BMPImageReader (ImageIO, 8273838)
CVE-2020-14792 - MEDIUM -  OpenJDK: Integer overflow leading to out-of-bounds access (Hotspot, 8241114)
CVE-2022-21496 - MEDIUM -  OpenJDK: URI parsing inconsistencies (JNDI, 8278972)
CVE-2022-21349 - MEDIUM -  OpenJDK: Unaligned memory access in ContextualGlyphSubstProc2 (2D, 8273748)
CVE-2022-21426 - MEDIUM -  OpenJDK: Unbounded memory allocation when compiling crafted XPath expressions (JAXP, 8270504)
CVE-2022-21283 - MEDIUM -  OpenJDK: Unexpected exception thrown in regex Pattern (Libraries, 8268813)
CVE-2021-3468 - MEDIUM -  avahi: Local DoS by event-busy-loop from writing long lines to /run/avahi-daemon/socket
CVE-2020-15522 - MEDIUM -  bouncycastle: Timing issue within the EC math library
CVE-2017-18248 - MEDIUM -  cups: Invalid usernames handled in scheduler/ipp.c:add_job() allow remote attackers to cause a denial of service
CVE-2018-4300 - MEDIUM -  cups: Session cookie generated by the CUPS web interface is easy to guess
CVE-2020-10001 - MEDIUM -  cups: access to uninitialized buffer in ipp.c
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
