CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2017-8397 - HIGH -  binutils: Out-of-bounds read and write while processing binary containing reloc(s) with negative addresses
CVE-2017-8393 - HIGH -  binutils: Out-of-bounds read due to wrong assumption for objcopy and strip
CVE-2017-7304 - HIGH -  binutils: Out-of-bounds read in copy_special_section_fields function
CVE-2017-7303 - HIGH -  binutils: Out-of-bounds read in find_link function
CVE-2017-8396 - HIGH -  binutils: Out-of-bounds read in the existing reloc offset range tests
CVE-2017-7302 - HIGH -  binutils: Out-of-bounds read in wap_std_reloc_out function
CVE-2017-8398 - HIGH -  binutils: Out-of-bounds read while dumping the debug information from a corrupt binary
CVE-2017-8395 - HIGH -  binutils: Out-of-bounds write in the _bfd_generic_get_section_contents function
CVE-2017-12448 - HIGH -  binutils: heap use after free in bfd_cache_close function
CVE-2017-12453 - HIGH -  binutils: out of bounds heap read in __bfd_vms_slurp_eeom function
CVE-2017-12449 - HIGH -  binutils: out of bounds heap read in _bfd_vms_save_sized_string function
CVE-2017-12452 - HIGH -  binutils: out of bounds heap read in bfd_mach_o_i386_canonicalize_one_reloc function
CVE-2017-12455 - HIGH -  binutils: out of bounds heap read in evax_bfd_print_emh function
CVE-2017-12458 - HIGH -  binutils: out of bounds heap read in nlm_swap_auxiliary_headers_in function
CVE-2017-12456 - HIGH -  binutils: out of bounds heap read in read_symbol_stabs_debugging_inf function
CVE-2017-12450 - HIGH -  binutils: out of bounds heap write in alpha_vms_object_p function
CVE-2017-12459 - HIGH -  binutils: out of bounds heap write in bfd_mach_o_read_symtab_strtab function
CVE-2017-12451 - HIGH -  binutils: out of bounds stack read in _bfd_xcoff_read_ar_hdr function
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2018-1128 - HIGH -  ceph: cephx protocol is vulnerable to replay attack
CVE-2020-14382 - HIGH -  cryptsetup: Out-of-bounds write when validating segments
CVE-2016-8625 - HIGH -  curl: IDNA 2003 makes curl use wrong host
CVE-2016-7141 - HIGH -  curl: Incorrect reuse of client certificates
CVE-2016-9586 - HIGH -  curl: printf floating point buffer overflow
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2017-9233 - HIGH -  expat: Inifinite loop due to invalid XML in external entity
CVE-2019-8907 - HIGH -  file: do_core_note in readelf.c allows remote attackers to cause a denial of service
CVE-2015-9381 - HIGH -  freetype: a heap-based buffer over-read in T1_Get_Private_Dict in type1/t1parse.c leading to crash
CVE-2018-1000222 - HIGH -  gd: Double free in src/gd_bump.c:gdImageBmpPtr() via crafted JPEG
CVE-2017-6362 - HIGH -  gd: Double free in the gdImagePngPtr function
CVE-2018-14553 - HIGH -  gd: NULL pointer dereference in gdImageClone
CVE-2017-2862 - HIGH -  gdk-pixbuf2: Heap overflow in the gdk_pixbuf__jpeg_image_load_increment function
CVE-2017-2870 - HIGH -  gdk-pixbuf2: Integer overflow in tiff_image_parse function
CVE-2017-6313 - HIGH -  gdk-pixbuf: Integer underflow in io-icns.c
CVE-2016-6352 - HIGH -  gdk-pixbuf: Out-of-bounds write in OneLine32() function
CVE-2017-14867 - HIGH -  git: cvsserver command injection
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2020-29573 - HIGH -  glibc: stack-based buffer overflow if the input to any of the printf family of functions is an 80-bit long double with a non-canonical bit pattern
CVE-2017-7507 - HIGH -  gnutls: Crash upon receiving well-formed status_request extension
CVE-2017-5335 - HIGH -  gnutls: Out of memory while parsing crafted OpenPGP certificate
CVE-2017-7869 - HIGH -  gnutls: Out-of-bounds write related to the cdk_pkt_read function (GNUTLS-SA-2017-3)
CVE-2017-7776 - HIGH -  graphite2: heap-buffer-overflow read "graphite2::Silf::getClassGlyph"
CVE-2017-7772 - HIGH -  graphite2: heap-buffer-overflow write "lz4::decompress" (CVE-2017-7772)
CVE-2017-7773 - HIGH -  graphite2: heap-buffer-overflow write "lz4::decompress" (src/Decompressor)
CVE-2017-7771 - HIGH -  graphite2: out of bounds read in "graphite2::Pass::readPass"
CVE-2017-7777 - HIGH -  graphite2: use of uninitialized memory "graphite2::GlyphCache::Loader::read_glyph"
CVE-2020-18032 - HIGH -  graphviz: off-by-one in parse_reclbl() in lib/common/shapes.c
CVE-2019-12979 - HIGH -  imagemagick: use of uninitialized value in functionSyncImageSettings in MagickCore/image.c
CVE-2017-13748 - HIGH -  jasper: tile memory not released on image parsing errors
CVE-2019-16413 - HIGH -  kernel:  i_size_read() infinite loop leads to denial of service
CVE-2022-1247 - HIGH -  kernel: A race condition bug in rose_connect()
CVE-2017-13305 - HIGH -  kernel: Buffer over-read in keyring subsystem allows exposing potentially sensitive information to local attacker
CVE-2018-9363 - HIGH -  kernel: Buffer overflow in hidp_process_report
CVE-2021-4157 - HIGH -  kernel: Buffer overwrite in decode_nfs_fh function
CVE-2019-10220 - HIGH -  kernel: CIFS: Relative paths injection in directory entry lists
CVE-2018-9422 - HIGH -  kernel: Elevation of Privilege in futex
CVE-2022-1011 - HIGH -  kernel: FUSE allows UAF reads of write() buffers, allowing theft of (partial) /etc/shadow hashes
CVE-2017-16526 - HIGH -  kernel: General protection fault in drivers/uwb/uwbd.c
CVE-2018-9516 - HIGH -  kernel: HID: debug: Buffer overflow in hid_debug_events_read() in drivers/hid/hid-debug.c
CVE-2017-17806 - HIGH -  kernel: HMAC implementation does not validate that the underlying cryptographic hash algorithm is unkeyed allowing local attackers to cause denial-of-service
CVE-2022-29581 - HIGH -  kernel: Improper Update of Reference Count vulnerability in net/sched
CVE-2018-1000026 - HIGH -  kernel: Improper validation in bnx2x network card driver can allow for denial of service attacks via crafted packet
CVE-2017-9725 - HIGH -  kernel: Incorrect type conversion for size during dma allocation
CVE-2020-12362 - HIGH -  kernel: Integer overflow in Intel(R) Graphics Drivers
CVE-2018-13406 - HIGH -  kernel: Integer overflow in drivers/video/fbdev/uvesafb.c:uvesafb_setcmap() allows for potential denial of service
CVE-2018-6927 - HIGH -  kernel: Integer overflow in futex.c:futux_requeue can lead to denial of service or unspecified impact
CVE-2021-4093 - HIGH -  kernel: KVM: SVM: out-of-bounds read/write in sev_es_string_io
CVE-2022-1043 - HIGH -  kernel: Linux Kernel io_uring Use-After-Free Privilege Escalation Vulnerability
CVE-2022-0500 - HIGH -  kernel: Linux ebpf logic vulnerability leads to critical memory read and write gaining root privileges
CVE-2021-3491 - HIGH -  kernel: Linux kernel io_uring PROVIDE_BUFFERS MAX_RW_COUNT bypass
CVE-2018-10902 - HIGH -  kernel: MIDI driver race condition leads to a double-free
CVE-2018-8822 - HIGH -  kernel: Memory corruption in ncp_read_kernel function in fs/ncpfs/ncplib_kernel.c
CVE-2017-17448 - HIGH -  kernel: Missing capabilities check in net/netfilter/nfnetlink_cthelper.c allows for unprivileged access to systemwide nfnl_cthelper_list structure
CVE-2018-9518 - HIGH -  kernel: NFC: llcp: Out of bounds write in nfc_llcp_sdp_tlv struct in nfc/llcp_commands.c
CVE-2017-18079 - HIGH -  kernel: Null pointer dereference in drivers/input/serio/i8042.c leading to denial-of-service
CVE-2021-3506 - HIGH -  kernel: Out of bounds memory access bug in get_next_net_page() in fs/f2fs/node.c
CVE-2017-11089 - HIGH -  kernel: Out-of-bounds read in nl80211_set_station allows privileged local attacker to cause system crash or possibly code execution
CVE-2021-4090 - HIGH -  kernel: Overflow of bmval[bmlen-1] in nfsd4_decode_bitmap function
CVE-2017-13220 - HIGH -  kernel: Possible out-of-bound access in Bluetooth subsystem
CVE-2014-9922 - HIGH -  kernel: Privilege escalation in eCryptfs subsystem via a large filesystem stack
CVE-2018-18021 - HIGH -  kernel: Privilege escalation on arm64 via KVM hypervisor
CVE-2015-9016 - HIGH -  kernel: Race condition in block/blk-mq.c:blk_mq_tag_to_rq() can lead to kernel oops
CVE-2017-18249 - HIGH -  kernel: Race condition in fs/f2fs/node.c:add_free_nid() function allows local users to cause denial of service
CVE-2021-3656 - HIGH -  kernel: SVM nested virtualization issue in KVM (VMLOAD/VMSAVE)
CVE-2017-17805 - HIGH -  kernel: Salsa20 encryption algorithm does not correctly handle zero-length inputs allowing local attackers to cause denial-of-service
CVE-2022-1012 - HIGH -  kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak
CVE-2017-17450 - HIGH -  kernel: Unchecked capabilities in net/netfilter/xt_osf.c allows for unprivileged modification to systemwide fingerprint list
CVE-2022-28893 - HIGH -  kernel: Use after free in SUNRPC subsystem
CVE-2022-1679 - HIGH -  kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges
CVE-2018-18559 - HIGH -  kernel: Use-after-free due to race condition in AF_PACKET implementation
CVE-2021-3348 - HIGH -  kernel: Use-after-free in ndb_queue_rq() in drivers/block/nbd.c
CVE-2018-19824 - HIGH -  kernel: Use-after-free in sound/usb/card.c:usb_audio_probe()
CVE-2017-15649 - HIGH -  kernel: Use-after-free in the af_packet.c
CVE-2014-9940 - HIGH -  kernel: Use-after-free in the regulator_ena_gpio_free function
CVE-2022-28390 - HIGH -  kernel: a double free in ems_usb_start_xmit in drivers/net/can/usb/ems_usb.c
CVE-2022-28389 - HIGH -  kernel: a double free in mcba_usb_start_xmit in drivers/net/can/usb/mcba_usb.c
CVE-2022-28388 - HIGH -  kernel: a double free in usb_8dev_start_xmit in drivers/net/can/usb/usb_8dev.c
CVE-2019-19074 - HIGH -  kernel: a memory leak in the ath9k management function in allows local DoS
CVE-2017-15868 - HIGH -  kernel: bnep_add_connection does not check if l2cap socket is available allowing privilege escalation
CVE-2018-5848 - HIGH -  kernel: buffer overflow in drivers/net/wireless/ath/wil6210/wmi.c:wmi_set_ie() may lead to memory corruption
CVE-2020-12653 - HIGH -  kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv function in drivers/net/wireless/marvell/mwifiex/scan.c
CVE-2021-28660 - HIGH -  kernel: buffer overflow in rtw_wx_set_scan function in drivers/staging/rtl8188eu/os_dep/ioctl_linux.c
CVE-2022-0742 - HIGH -  kernel: bug memory leaks in ICMPv6 handlers
CVE-2021-4197 - HIGH -  kernel: cgroup: Use open-time creds and namespace for migration perm checks
CVE-2021-22600 - HIGH -  kernel: double free in packet_set_ring() in net/packet/af_packet.c
CVE-2017-18595 - HIGH -  kernel: double free may be caused by the function allocate_trace_buffer in the file kernel/trace/trace.c
CVE-2021-3600 - HIGH -  kernel: eBPF 32-bit source register truncation on div/mod
CVE-2021-28375 - HIGH -  kernel: fastrpc_internal_invoke in drivers/misc/fastrpc.c does not prevent user applications from sending kernel RPC messages
CVE-2020-12654 - HIGH -  kernel: heap-based buffer overflow in mwifiex_ret_wmm_get_status function in drivers/net/wireless/marvell/mwifiex/wmm.c
CVE-2021-4204 - HIGH -  kernel: improper input validation may lead to privilege escalation
CVE-2017-18270 - HIGH -  kernel: improper keyrings creation
CVE-2018-16276 - HIGH -  kernel: incorrect bounds checking in yurex_read in drivers/usb/misc/yurex.c
CVE-2021-38166 - HIGH -  kernel: integer overflow and out-of-bounds write in kernel/bpf/hashtab.c when many elements are placed in a single bucket
CVE-2020-13974 - HIGH -  kernel: integer overflow in k_ascii() in drivers/tty/vt/keyboard.c
CVE-2022-29968 - HIGH -  kernel: io_rw_init_file in fs/io_uring.c lacks initialization of kiocb->private
CVE-2018-10853 - HIGH -  kernel: kvm: guest userspace to guest kernel write
CVE-2021-4154 - HIGH -  kernel: local privilege escalation by exploiting the fsconfig syscall parameter leads to container breakout
CVE-2021-3847 - HIGH -  kernel: low-privileged user privileges escalation
CVE-2019-2024 - HIGH -  kernel: media: em28xx: Use-after-free in em28xx/em28xx-dvb.c when disconnecting
CVE-2020-14305 - HIGH -  kernel: memory corruption in Voice over IP nf_conntrack_h323 module
CVE-2020-25672 - HIGH -  kernel: memory leak in llcp_sock_connect()
CVE-2019-15916 - HIGH -  kernel: memory leak in register_queue_kobjects() in net/core/net-sysfs.c leads to denial of service
CVE-2022-0516 - HIGH -  kernel: missing check in ioctl allows kernel memory read/write
CVE-2017-7482 - HIGH -  kernel: net/rxrpc: overflow in decoding of krb5 principal
CVE-2018-16884 - HIGH -  kernel: nfs: use-after-free in svc_process_common()
CVE-2022-1671 - HIGH -  kernel: null-ptr-deref bugs in net/rxrpc/server_key.c in rxrpc_preparse_s
CVE-2021-3739 - HIGH -  kernel: null-ptr-dereference bug in btrfs_rm_device in fs/btrfs/volumes.c
CVE-2021-3743 - HIGH -  kernel: out-of-bound Read in qrtr_endpoint_post in net/qrtr/qrtr.c
CVE-2019-15927 - HIGH -  kernel: out-of-bounds in function build_audio_procunit in sound/usb/mixer.c
CVE-2020-9383 - HIGH -  kernel: out-of-bounds read in set_fdc in drivers/block/floppy.c
CVE-2021-33200 - HIGH -  kernel: out-of-bounds reads and writes due to enforcing incorrect limits for pointer arithmetic operations by BPF verifier
CVE-2021-0512 - HIGH -  kernel: out-of-bounds write due to a heap buffer overflow in __hidinput_change_resolution_multipliers() of hid-input.c
CVE-2020-14351 - HIGH -  kernel: performance counters race condition use-after-free
CVE-2020-0430 - HIGH -  kernel: possible out-of-bounds read in skb_headlen of /include/linux/skbuff.h
CVE-2022-0330 - HIGH -  kernel: possible privileges escalation due to missing TLB flush
CVE-2021-3752 - HIGH -  kernel: possible use-after-free in bluetooth module
CVE-2018-20836 - HIGH -  kernel: race condition in smp_task_timedout() and smp_task_done() in drivers/scsi/libsas/sas_expander.c leads to use-after-free
CVE-2022-1048 - HIGH -  kernel: race condition in snd_pcm_hw_free leading to use-after-free
CVE-2018-5332 - HIGH -  kernel: rds_message_alloc_sgs() function doesn't validate value used during DMA page allocation causes heap out-of-bounds write
CVE-2020-25670 - HIGH -  kernel: refcount leak in llcp_sock_bind()
CVE-2020-25671 - HIGH -  kernel: refcount leak in llcp_sock_connect()
CVE-2017-13168 - HIGH -  kernel: scsi: sg driver can improperly access userspace memory
CVE-2018-14633 - HIGH -  kernel: stack-based buffer overflow in chap_server_compute_md5() in iscsi target
CVE-2020-0030 - HIGH -  kernel: use after free due to a race condition in binder driver leads to local privilege escalation
CVE-2021-4028 - HIGH -  kernel: use-after-free in RDMA listen()
CVE-2019-19768 - HIGH -  kernel: use-after-free in __blk_add_trace in kernel/trace/blktrace.c
CVE-2022-24958 - HIGH -  kernel: use-after-free in dev->buf release in drivers/usb/gadget/legacy/inode.c
CVE-2020-8648 - HIGH -  kernel: use-after-free in n_tty_receive_buf_common function in drivers/tty/n_tty.c
CVE-2021-3483 - HIGH -  kernel: use-after-free in nosy driver in nosy_ioctl() in drivers/firewire/nosy.c when a device is added twice
CVE-2017-15115 - HIGH -  kernel: use-after-free in sctp_cmp_addr_exact
CVE-2022-1055 - HIGH -  kernel: use-after-free in tc_new_tfilter() in net/sched/cls_api.c
CVE-2019-25045 - HIGH -  kernel: use-after-free in the XFRM subsystem related to an xfrm_state_fini() panic
CVE-2021-39698 - HIGH -  kernel: use-after-free in the file polling implementation
CVE-2018-14734 - HIGH -  kernel: use-after-free in ucma_leave_multicast in drivers/infiniband/core/ucma.c
CVE-2021-3640 - HIGH -  kernel: use-after-free vulnerability in function sco_sock_sendmsg()
CVE-2021-3501 - HIGH -  kernel: userspace applications can misuse the KVM API to cause a write of 16 bytes at an offset up to 32 GB from vcpu->run
CVE-2020-35519 - HIGH -  kernel: x25_bind out-of-bounds read
CVE-2018-20030 - HIGH -  libexif: Input validation issue resulting in a denial of service
CVE-2019-9278 - HIGH -  libexif: out of bounds write in exif-data.c
CVE-2020-13114 - HIGH -  libexif: unrestricted size in handling Canon EXIF MakerNote data can lead to consumption of large amounts of compute time
CVE-2020-13113 - HIGH -  libexif: use of uninitialized memory in EXIF Makernote handling can lead to crashes and use-after-free
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2016-10087 - HIGH -  libpng: NULL pointer dereference in png_set_text_2()
CVE-2017-6891 - HIGH -  libtasn1: Stack-based buffer overflow in asn1_find_node()
CVE-2016-8331 - HIGH -  libtiff: FAX IFD Entry Parsing Type Confusion
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2017-7592 - HIGH -  libtiff: Left shift of unsigned char without a cast
CVE-2017-12944 - HIGH -  libtiff: Mishandled memory allocation for short files in the TIFFReadDirEntryArray function
CVE-2016-3623 - HIGH -  libtiff: divide by zero in the rgb2ycybr tool
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2016-5323 - HIGH -  libtiff: more tiffcrop readSeparateTilesIntoBuffer() memory corruption
CVE-2016-3624 - HIGH -  libtiff: out of bounds write in the rgb2ycybr tool
CVE-2016-3633 - HIGH -  libtiff: out-of-bounds read in the _setrow function
CVE-2016-3634 - HIGH -  libtiff: out-of-bounds read in the tagCompare function
CVE-2016-3631 - HIGH -  libtiff: thumbnail tool out-of-bounds read vulnerabilities
CVE-2016-5652 - HIGH -  libtiff: tiff2pdf JPEG Compression Tables Heap Buffer Overflow
CVE-2019-9232 - HIGH -  libvpx: Out of bounds read in vp8_norm table
CVE-2017-0663 - HIGH -  libxml2: Heap buffer overflow in xmlAddID
CVE-2017-9049 - HIGH -  libxml2: Heap-based buffer over-read in function xmlDictComputeFastKey
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2017-9048 - HIGH -  libxml2: Stack-based buffer overflow in function xmlSnprintfElementContent
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2016-4738 - HIGH -  libxslt: Heap overread due to an empty decimal-separator
CVE-2018-13348 - HIGH -  mercurial: Improper length check in mpatch.c
CVE-2018-13346 - HIGH -  mercurial: Missing check for fragment start position in mpatch.c:mpatch_apply()
CVE-2017-9462 - HIGH -  mercurial: Python debugger accessible to authorized users
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-44531 - HIGH -  nodejs: Improper handling of URI Subject Alternative Names
CVE-2022-24836 - HIGH -  nokogiri: ReDoS in HTML encoding detection
CVE-2016-1251 - HIGH -  perl-DBD-MySQL: Use after free when using prepared statements
CVE-2021-36770 - HIGH -  perl-Encode: bug in local configuration loading allows arbitrary Perl code execution placed under the current working directory
CVE-2018-10915 - HIGH -  postgresql: Certain host connection parameters defeat client-side security defenses
CVE-2017-15098 - HIGH -  postgresql: Memory disclosure in JSON functions
CVE-2019-10208 - HIGH -  postgresql: TYPE in pg_temp executes arbitrary SQL during SECURITY DEFINER execution
CVE-2017-7548 - HIGH -  postgresql: lo_put() function ignores ACLs
