CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-4019 - HIGH -  vim: heap-based buffer overflow in find_help_tags() in help.c
CVE-2021-3927 - HIGH -  vim: heap-based buffer overflow in gchar_cursor() in misc1.c
CVE-2021-3778 - HIGH -  vim: heap-based buffer overflow in utf_ptr2char() in mbyte.c
CVE-2021-3872 - HIGH -  vim: heap-based buffer overflow in win_redr_status() in drawscreen.c
CVE-2022-0407 - HIGH -  vim: heap-based buffer overflow on read in yank_copy_line
CVE-2021-3903 - HIGH -  vim: heap-based buffer overflow vulnerability
CVE-2022-0417 - HIGH -  vim: heap-based-buffer-overflow in ex_retab() of src/indent.c
CVE-2022-1616 - HIGH -  vim: heap-buffer-overflow in append_command of src/ex_docmd.c
CVE-2022-1619 - HIGH -  vim: heap-buffer-overflow in cmdline_erase_chars of ex_getln.c
CVE-2022-0443 - HIGH -  vim: heap-use-after-free in enter_buffer() of src/buffer.c
CVE-2021-3984 - HIGH -  vim: illegal memory access in find_start_brace() in cindent.c when C-indenting
CVE-2022-0393 - HIGH -  vim: out-of-bounds read in delete_buff_tail() in getchar.c
CVE-2021-4166 - HIGH -  vim: out-of-bounds read in do_arg_all() in src/arglist.c
CVE-2021-3928 - HIGH -  vim: stack-based buffer overflow in spell_iswordp() in spell.c
CVE-2021-4069 - HIGH -  vim: use-after-free in ex_open() in src/ex_docmd.c
CVE-2021-3796 - HIGH -  vim: use-after-free in nv_replace() in normal.c
CVE-2021-4192 - HIGH -  vim: use-after-free in win_linetabsize()
CVE-2021-4187 - HIGH -  vim: use-after-free vulnerability
CVE-2021-4173 - HIGH -  vim: use-after-free with nested :def function
CVE-2021-3770 - HIGH -  vim: using retab with large value may lead to heap buffer overflow
CVE-2018-25032 - HIGH -  zlib: A flaw found in zlib when compressing (not decompressing) certain inputs
CVE-2007-6755 - LOW -  Dual_EC_DRBG: weak pseudo random number generator
CVE-2011-3389 - LOW -  HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST)
CVE-2015-2877 - LOW -  Kernel: Cross-VM ASL INtrospection (CAIN)
CVE-2021-3487 - LOW -  binutils: Excessive debug section size can cause excessive memory consumption in bfd's dwarf2.c read_section()
CVE-2021-20284 - LOW -  binutils: Heap-based buffer overflow in _bfd_elf_slurp_secondary_reloc_section in elf.c
CVE-2020-35448 - LOW -  binutils: Heap-based buffer overflow in bfd_getl_signed_32() in libbfd.c because sh_entsize is not validated in _bfd_elf_slurp_secondary_reloc_section() in elf.c
CVE-2019-1010204 - LOW -  binutils: Improper Input Validation, Signed/Unsigned Comparison, Out-of-bounds Read in gold/fileread.cc and elfcpp/elfcpp_file.h leads to denial of service
CVE-2018-18483 - LOW -  binutils: Integer overflow in cplus-dem.c:get_count() allows for denial of service
CVE-2017-13716 - LOW -  binutils: Memory leak with the C++ symbol demangler routine in libiberty
CVE-2021-20197 - LOW -  binutils: Race window allows users to own arbitrary files
CVE-2018-9996 - LOW -  binutils: Stack-overflow in libiberty/cplus-dem.c causes crash
CVE-2018-12934 - LOW -  binutils: Uncontrolled Resource Consumption in remember_Ktype in cplus-dem.c
CVE-2018-20623 - LOW -  binutils: Use-after-free in the error function
CVE-2021-3549 - LOW -  binutils: heap-based buffer overflow in avr_elf32_load_records_from_section() via large section parameter
CVE-2021-45078 - LOW -  binutils: out-of-bounds write in stab_xcoff_builtin_type() in stabs.c
CVE-2021-3530 - LOW -  binutils: stack memory exhaustion in demangle_path() in rust-demangle.c
CVE-2017-7475 - LOW -  cairo: NULL pointer dereference with a crafted font file
CVE-2018-18064 - LOW -  cairo: Stack-based buffer overflow via parsing of crafted WebKitGTK+ document
CVE-2019-6461 - LOW -  cairo: assertion problem in _cairo_arc_in_direction in cairo-arc.c
CVE-2019-6462 - LOW -  cairo: infinite loop in the function _arc_error_normalized in the file cairo-arc.c
CVE-2016-2781 - LOW -  coreutils: Non-privileged session can escape to the parent session in chroot
CVE-2017-18018 - LOW -  coreutils: race condition vulnerability in chown and chgrp
CVE-2021-22924 - LOW -  curl: Bad connection reuse due to flawed path name checks
CVE-2021-22922 - LOW -  curl: Content not matching hash in Metalink is not being discarded
CVE-2021-22923 - LOW -  curl: Metalink download sends credentials
CVE-2021-22898 - LOW -  curl: TELNET stack contents disclosure
CVE-2022-27775 - LOW -  curl: bad local IPv6 connection reuse
CVE-2013-0340 - LOW -  expat: internal entity expansion
CVE-2021-46195 - LOW -  gcc: uncontrolled recursion in libiberty/rust-demangle.c
CVE-2012-0039 - LOW -  glib2: hash table collisions CPU usage DoS
CVE-2019-1010024 - LOW -  glibc: ASLR bypass using cache of thread stack and heap
CVE-2021-43396 - LOW -  glibc: conversion from ISO-2022-JP-3 with iconv may emit spurious NUL character on state reset
CVE-2010-4756 - LOW -  glibc: glob implementation can cause excessive CPU and memory consumption due to crafted glob expressions
CVE-2019-1010025 - LOW -  glibc: information disclosure of heap addresses of pthread_created thread
CVE-2019-1010023 - LOW -  glibc: running ldd on malicious ELF leads to code execution because of wrong size computation
CVE-2019-1010022 - LOW -  glibc: stack guard protection bypass
CVE-2018-20796 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-9192 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-12379 - LOW -  kernel:  memory leak in con_insert_unipair in drivers/tty/vt/consolemap.c
CVE-2019-19070 - LOW -  kernel: A memory leak in the spi_gpio_probe() function in drivers/spi/spi-gpio.c allows for a DoS
CVE-2017-13694 - LOW -  kernel: ACPI node and node_ext cache leak
CVE-2017-13693 - LOW -  kernel: ACPI operand cache leak in dsutils.c
CVE-2022-25265 - LOW -  kernel: Executable Space Protection Bypass
CVE-2021-4135 - LOW -  kernel: Heap information leak in map_lookup_elem function
CVE-2014-9900 - LOW -  kernel: Info leak in uninitialized structure ethtool_wolinfo in ethtool_get_wol()
CVE-2017-0630 - LOW -  kernel: Information disclosure vulnerability in kernel trace subsystem
CVE-2018-17977 - LOW -  kernel: Mishandled interactions among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets resulting in a denial of service
CVE-2018-12928 - LOW -  kernel: NULL pointer dereference in hfs_ext_read_extent in hfs.ko
CVE-2021-4202 - LOW -  kernel: Race condition in nci_request() leads to use after free while the device is getting removed
CVE-2008-4609 - LOW -  kernel: TCP protocol vulnerabilities from Outpost24
CVE-2022-1734 - LOW -  kernel: Use-After-Free in NFC driver in nfcmrvl_nci_unregister_dev when simulating NFC device from user-space
CVE-2022-0998 - LOW -  kernel: an integer overflow in the vhost_vdpa_config_validate() can lead to out-of-bounds access on top of a 32-bit Linux kernel
CVE-2020-35501 - LOW -  kernel: audit not logging access to syscall open_by_handle_at for users with CAP_DAC_READ_SEARCH capability
CVE-2012-4542 - LOW -  kernel: block: default SCSI command filter does not accomodate commands overlap across device classes
CVE-2019-12456 - LOW -  kernel: double fetch in the MPT3COMMAND case in _ctl_ioctl_main in drivers/scsi/mpt3sas/mpt3sas_ctl.c
CVE-2021-38205 - LOW -  kernel: drivers/net/ethernet/xilinx/xilinx_emaclite.c prints the real IOMEM pointer
CVE-2020-11725 - LOW -  kernel: improper handling of private_size*count multiplication due to count=info->owner typo
CVE-2010-4563 - LOW -  kernel: ipv6: sniffer detection
CVE-2019-12380 - LOW -  kernel: memory allocation failure in the efi subsystem leads to denial of service
CVE-2021-3655 - LOW -  kernel: missing size validations on inbound SCTP packets
CVE-2008-2544 - LOW -  kernel: mounting proc readonly on a different mount point silently mounts it rw if the /proc mount is rw
CVE-2021-3760 - LOW -  kernel: nfc: Use-After-Free vulnerability of ndev->rf_conn_info object
CVE-2022-24448 - LOW -  kernel: nfs_atomic_open() returns uninitialized data instead of ENOTDIR
CVE-2019-16229 - LOW -  kernel: null pointer dereference in drivers/gpu/drm/amd/amdkfd/kfd_interrupt.c
CVE-2019-16230 - LOW -  kernel: null pointer dereference in drivers/gpu/drm/radeon/radeon_display.c
CVE-2019-16234 - LOW -  kernel: null pointer dereference in drivers/net/wireless/intel/iwlwifi/pcie/trans.c
CVE-2019-16233 - LOW -  kernel: null pointer dereference in drivers/scsi/qla2xxx/qla_os.c
CVE-2019-12455 - LOW -  kernel: null pointer dereference in sunxi_divs_clk_setup in drivers/clk/sunxi/clk-sunxi.c causing denial of service
CVE-2019-16231 - LOW -  kernel: null-pointer dereference in drivers/net/fjes/fjes_main.c
CVE-2019-16232 - LOW -  kernel: null-pointer dereference in drivers/net/wireless/marvell/libertas/if_sdio.c
CVE-2021-32078 - LOW -  kernel: out-of-bounds read in arch/arm/mach-footbridge/personal-pci.c due to improper input validation
CVE-2019-11191 - LOW -  kernel: race condition in load_aout_binary() allows local users to bypass ASLR on setuid a.out programs
CVE-2007-3719 - LOW -  kernel: secretly Monopolizing the CPU Without Superuser Privileges
CVE-2019-12378 - LOW -  kernel: unchecked kmalloc of new_ra in ip6_ra_control leads to denial of service
CVE-2019-12381 - LOW -  kernel: unchecked kmalloc of new_ra in ip_ra_control leads to denial of service
CVE-2019-12382 - LOW -  kernel: unchecked kstrdup of fwstr in drm_load_edid_firmware leads to denial of service
CVE-2021-38204 - LOW -  kernel: use-after-free and panic in drivers/usb/host/max3421-hcd.c by removing a MAX-3421 USB device in certain situations
CVE-2020-27820 - LOW -  kernel: use-after-free in nouveau kernel module
CVE-2010-5321 - LOW -  kernel: v4l: videobuf: hotfix a bug on multiple calls to mmap()
CVE-2016-8660 - LOW -  kernel: xfs: local DoS due to a page lock order bug in the XFS seek hole/data implementation
CVE-2018-5709 - LOW -  krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c
CVE-2018-6829 - LOW -  libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information
CVE-2018-20673 - LOW -  libiberty: Integer overflow in demangle_template() function
CVE-2018-20712 - LOW -  libiberty: heap-based buffer over-read in d_expression_1
CVE-2021-4214 - LOW -  libpng: hardcoded value leads to heap-overflow
CVE-2019-6129 - LOW -  libpng: memory leak of png_info struct in pngcp.c
CVE-2021-36087 - LOW -  libsepol: heap-based buffer overflow in ebitmap_match_any()
CVE-2021-36084 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36085 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36086 - LOW -  libsepol: use-after-free in cil_reset_classpermission()
CVE-2017-9117 - LOW -  libtiff: Heap-based buffer over-read in bmp2tiff
CVE-2017-5563 - LOW -  libtiff: Heap-buffer overflow in LZWEncode tif_lzw.c
CVE-2017-16232 - LOW -  libtiff: Memory leaks in tif_open.c, tif_lzw.c, and tif_aux.c
CVE-2018-10126 - LOW -  libtiff: NULL pointer dereference in the jpeg_fdct_16x16 function in jfdctint.c
CVE-2014-8130 - LOW -  libtiff: divide by zero in the tiffdither tool
CVE-2017-17973 - LOW -  libtiff: heap-based use after free in tiff2pdf.c:t2p_writeproc
CVE-2017-9937 - LOW -  libtiff: memory malloc failure in tif_jbig.c could cause DOS.
CVE-2016-9085 - LOW -  libwebp: Several integer overflows
CVE-2021-39537 - LOW -  ncurses: heap-based buffer overflow in _nc_captoinfo() in captoinfo.c
CVE-2020-15719 - LOW -  openldap: Certificate validation incorrectly matches name against CN-ID
CVE-2017-14159 - LOW -  openldap: Privilege escalation via PID file manipulation
CVE-2017-17740 - LOW -  openldap: contrib/slapd-modules/nops/nops.c attempts to free stack buffer allowing remote attackers to cause a denial of service
CVE-2015-3276 - LOW -  openldap: incorrect multi-keyword mode cipherstring parsing
CVE-2010-0928 - LOW -  openssl: RSA authentication weakness
CVE-2018-6952 - LOW -  patch: Double free of memory in pch.c:another_hunk() causes a crash
CVE-2021-45261 - LOW -  patch: Invalid Pointer via another_hunk function
CVE-2018-6951 - LOW -  patch: NULL pointer dereference in pch.c:intuit_diff_type() causes a crash
CVE-2010-4651 - LOW -  patch: directory traversal flaw allows for arbitrary file creation
CVE-2019-20838 - LOW -  pcre: Buffer over-read in JIT when UTF is disabled and \X or \R has fixed quantifier greater than 1
CVE-2017-11164 - LOW -  pcre: OP_KETRMAX feature in the match function in pcre_exec.c
CVE-2017-16231 - LOW -  pcre: self-recursive call in match() in pcre_exec.c leads to denial of service
CVE-2017-7245 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2017-7246 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2011-4116 - LOW -  perl: File::Temp insecure temporary file handling
CVE-2018-1121 - LOW -  procps-ng, procps: process hiding through race condition enumerating /proc
CVE-2004-0971 - LOW -  security flaw
CVE-2013-4235 - LOW -  shadow-utils: TOCTOU race conditions by copying and removing directory trees
CVE-2019-19882 - LOW -  shadow-utils: local users can obtain root access because setuid programs are misconfigured
CVE-2020-13529 - LOW -  systemd: DHCP FORCERENEW authentication not implemented can cause a system running the DHCP client to have its network reconfigured
CVE-2013-4392 - LOW -  systemd: TOCTOU race condition when updating file permissions and SELinux security contexts
CVE-2005-2541 - LOW -  tar: does not properly warn the user when extracting setuid or setgid files
CVE-2021-4217 - LOW -  unzip: Null pointer dereference in Unicode strings code
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2022-0563 - LOW -  util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
CVE-2022-1733 - LOW -  vim: Heap-based Buffer Overflow in cindent.c
CVE-2017-1000382 - LOW -  vim: Ignores umask when creating a swap file
CVE-2022-1620 - LOW -  vim: NULL Pointer Dereference in vim_regexec_string() of regexp.c
CVE-2022-1674 - LOW -  vim: NULL pointer dereference in vim_regexec_string() of regexp.c
CVE-2022-1769 - LOW -  vim: a buffer over-read found in scriptfile.c
CVE-2022-1629 - LOW -  vim: buffer over-read
CVE-2022-0158 - LOW -  vim: heap-based read buffer overflow in compile_get_env()
CVE-2008-4677 - LOW -  vim: netrw plugin: FTP username and password disclosure
CVE-2021-28712 - MEDIUM -  CVE-2021-28711 CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2021-28713 - MEDIUM -  CVE-2021-28711 CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2021-28711 - MEDIUM -  CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2022-1158 - MEDIUM -  ELSA-2022-9368:  Unbreakable Enterprise kernel-container security update (IMPORTANT)
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2021-22947 - MEDIUM -  curl: Server responses received before STARTTLS processed after TLS handshake
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2022-25313 - MEDIUM -  expat: stack exhaustion in doctype parsing
CVE-2022-25309 - MEDIUM -  fribidi: Heap-buffer-overflow in fribidi_cap_rtl_to_unicode
CVE-2022-25310 - MEDIUM -  fribidi: SEGV in fribidi_remove_bidi_marks
