CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2019-9232 - HIGH -  libvpx: Out of bounds read in vp8_norm table
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-44531 - HIGH -  nodejs: Improper handling of URI Subject Alternative Names
CVE-2021-36770 - HIGH -  perl-Encode: bug in local configuration loading allows arbitrary Perl code execution placed under the current working directory
CVE-2021-43818 - HIGH -  python-lxml: HTML Cleaner allows crafted and SVG embedded scripts to pass through
CVE-2020-35653 - HIGH -  python-pillow: Buffer over-read in PCX image reader
CVE-2021-27922 - HIGH -  python-pillow: Excessive memory allocation in ICNS image reader
CVE-2021-27923 - HIGH -  python-pillow: Excessive memory allocation in ICO image reader
CVE-2020-35654 - HIGH -  python-pillow: decoding crafted YCbCr files could result in heap-based buffer overflow
CVE-2019-19911 - HIGH -  python-pillow: uncontrolled resource consumption in FpxImagePlugin.py
CVE-2015-5186 - LOW -  Audit: log terminal emulator escape sequences handling
CVE-2014-3199 - LOW -  CVE-2014-3190 CVE-2014-3191 CVE-2014-3193 CVE-2014-3199 chromium: multiple security fixes in Chrome 38.0.2125.101
CVE-2015-1304 - LOW -  chromium-browser: Cross-origin bypass in V8
CVE-2015-1230 - LOW -  chromium-browser: Type confusion in v8
CVE-2015-6774 - LOW -  chromium-browser: Use-after-free in Extensions
CVE-2014-7931 - LOW -  chromium-browser: memory corruption in V8
CVE-2015-1346 - LOW -  chromium-browser: unspecified vulnerability in Google V8
CVE-2022-27775 - LOW -  curl: bad local IPv6 connection reuse
CVE-2012-0039 - LOW -  glib2: hash table collisions CPU usage DoS
CVE-2018-18405 - LOW -  jquery: crafted onerror attribute of an IMG element could result in XSS
CVE-2017-11462 - LOW -  krb5: Automatic sec context deletion could lead to double-free
CVE-2017-15088 - LOW -  krb5: Buffer overflow in get_matching_data()
CVE-2017-16611 - LOW -  libXfont: User can trigger arbitrary file read by X server causing a DoS
CVE-2016-7949 - LOW -  libXrender: Insufficient validation of server responses results in overflow of previously reserved memory
CVE-2016-7950 - LOW -  libXrender: Insufficient validation of server responses results out-of-bounds write in XRenderQueryFilters
CVE-2019-2201 - LOW -  libjpeg-turbo: several integer overflows and subsequent segfaults when attempting to compress/decompress gigapixel images
CVE-2020-14152 - LOW -  libjpeg: improper handling of max_memory_to_use setting can lead to excessive memory consumption
CVE-2020-35521 - LOW -  libtiff: Memory allocation failure in tiff2rgba
CVE-2020-35522 - LOW -  libtiff: Memory allocation failure in tiff2rgba
CVE-2016-9539 - LOW -  libtiff: Out-of-bounds read in readContigTilesIntoBuffer()
CVE-2010-2596 - LOW -  libtiff: assertion failure on downsampled OJPEG file
CVE-2017-17973 - LOW -  libtiff: heap-based use after free in tiff2pdf.c:t2p_writeproc
CVE-2015-9019 - LOW -  libxslt: math.random() in xslt uses unseeded randomness
CVE-2020-8991 - LOW -  lvm2: memory leak in vg_lookup in daemons/lvmetad/lvmetad-core.c
CVE-2017-11499 - LOW -  nodejs: Constant Hashtable Seeds vulnerability
CVE-2018-12120 - LOW -  nodejs: Debugger port 5858 listens on any interface by default
CVE-2018-7167 - LOW -  nodejs: Denial of Service by calling Buffer.fill() or Buffer.alloc() with specially crafted parameters
CVE-2019-5739 - LOW -  nodejs: DoS with keep-alive HTTP connection
CVE-2018-7159 - LOW -  nodejs: HTTP parser allowed for spaces inside Content-Length header values
CVE-2018-12116 - LOW -  nodejs: HTTP request splitting
CVE-2018-12123 - LOW -  nodejs: Hostname spoofing in URL parser for javascript protocol
CVE-2018-12115 - LOW -  nodejs: Out of bounds (OOB) write via UCS-2 encoding
CVE-2016-2086 - LOW -  nodejs: Request smuggling vulnerability
CVE-2018-12122 - LOW -  nodejs: Slowloris HTTP Denial of Service
CVE-2018-7158 - LOW -  nodejs: path module regular expression denial of service
CVE-2016-5325 - LOW -  nodejs: reason argument in ServerResponse#writeHead() not properly validated
CVE-2016-7099 - LOW -  nodejs: wildcard certificates not properly validated
CVE-2021-3601 - LOW -  openssl: Certificate with CA:FALSE is accepted as valid CA cert
CVE-2021-25287 - LOW -  python-pillow: Out-of-bounds read in J2K image reader
CVE-2021-25288 - LOW -  python-pillow: Out-of-bounds read in J2K image reader
CVE-2019-16865 - LOW -  python-pillow: reading specially crafted image files leads to allocation of large amounts of memory and denial of service
CVE-2018-20225 - LOW -  python-pip: when --extra-index-url option is used and package does not already exist in the public index, the installation of malicious package with arbitrary version number is possible.
CVE-2008-4108 - LOW -  python: Generic FAQ wizard moving tool insecure auxiliary /tmp file usage (symlink attack possible)
CVE-2019-9674 - LOW -  python: Nested zip file (Zip bomb) vulnerability in Lib/zipfile.py
CVE-2004-0971 - LOW -  security flaw
CVE-2017-13685 - LOW -  sqlite: Local DoS via dump_callback function
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2014-1716 - LOW -  v8: cross-site scripting flaw in Runtime_SetPrototype()
CVE-2013-6650 - LOW -  v8: incorrect handling of popular pages
CVE-2014-3195 - LOW -  v8: information leak fixed in Google Chrome 38.0.2125.101
CVE-2014-1736 - LOW -  v8: integer overflow can lead to a remote denial of service
CVE-2014-3152 - LOW -  v8: integer underflow fixed in Google Chrome 35.0.1916.114
CVE-2013-6638 - LOW -  v8: multiple buffer overflows in runtime.cc
CVE-2014-7967 - LOW -  v8: multiple unspecified issues fixed in Google Chrome 38.0.2125.101
CVE-2014-1729 - LOW -  v8: multiple unspecified vulnerabilities fixed in Google Chrome 34.0.1847.116
CVE-2014-1735 - LOW -  v8: multiple vulnerabilities fixed in Google Chrome 34.0.1847.131
CVE-2014-1704 - LOW -  v8: multiple vulnerabilities fixed in Google Chrome version 33.0.1750.149
CVE-2014-1717 - LOW -  v8: numeric casting issues
CVE-2013-2882 - LOW -  v8: remote DoS or unspecified other impact via type confusion
CVE-2013-2919 - LOW -  v8: remote denial of service via memory corruption
CVE-2014-1730 - LOW -  v8: type confusion issue fixed in Google Chrome 34.0.1847.131
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2021-25214 - MEDIUM -  bind: Broken inbound incremental zone update (IXFR) can cause named to terminate unexpectedly
CVE-2022-0396 - MEDIUM -  bind: DoS from specifically crafted TCP packets
CVE-2021-25219 - MEDIUM -  bind: Lame cache can be abused to severely degrade resolver performance
CVE-2020-8624 - MEDIUM -  bind: incorrect enforcement of update-policy rules of type "subdomain"
CVE-2021-3672 - MEDIUM -  c-ares: Missing input validation of host names may lead to domain hijacking
CVE-2021-4122 - MEDIUM -  cryptsetup: disable encryption via header rewrite
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-30115 - MEDIUM -  curl: HSTS bypass via trailing dot
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27779 - MEDIUM -  curl: cookie for trailing dot TLD
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2022-27780 - MEDIUM -  curl: percent-encoded path separator in URL host
CVE-2022-27778 - MEDIUM -  curl: removes wrong file on error
CVE-2016-2774 - MEDIUM -  dhcp: unclosed TCP connections to OMAPI or failover ports can cause DoS
CVE-2017-11671 - MEDIUM -  gcc: GCC generates incorrect code for RDRAND/RDSEED intrinsics
CVE-2015-5276 - MEDIUM -  gcc: Predictable randomness from std::random_device
CVE-2021-3998 - MEDIUM -  glibc: Unexpected return value from realpath() could leak data based on the application
CVE-2017-12133 - MEDIUM -  glibc: Use-after-free read access in clntudp_call in sunrpc
CVE-2015-7313 - MEDIUM -  libtiff: OOM when parsing crafted tiff files
CVE-2022-1354 - MEDIUM -  libtiff: heap-buffer-overflow in TIFFReadRawDataStriped() in tiffinfo.c
CVE-2022-1622 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1623 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1355 - MEDIUM -  libtiff: stack-buffer-overflow in tiffcp.c in main()
CVE-2017-0393 - MEDIUM -  libvpx: Denial of service in mediaserver
CVE-2019-9433 - MEDIUM -  libvpx: Use-after-free in vp8_deblock() in vp8/common/postproc.c
CVE-2017-5969 - MEDIUM -  libxml2: Null pointer dereference in xmlSaveDoc implementation
CVE-2022-29824 - MEDIUM -  libxml2: integer overflows in xmlBuf and xmlBuffer lead to out-of-bounds write
CVE-2021-22959 - MEDIUM -  llhttp: HTTP Request Smuggling due to spaces in headers
CVE-2021-22960 - MEDIUM -  llhttp: HTTP Request Smuggling when parsing the body of chunked requests
CVE-2021-44532 - MEDIUM -  nodejs: Certificate Verification Bypass via String Injection
CVE-2021-44533 - MEDIUM -  nodejs: Incorrect handling of certificate subject and issuer fields
CVE-2018-19787 - MEDIUM -  python-lxml: XSS in lxml.html.clean module in lxml/html/clean.py
CVE-2020-35655 - MEDIUM -  python-pillow: Buffer over-read in SGI RLE image reader
CVE-2022-22816 - MEDIUM -  python-pillow: buffer over-read during initialization of ImagePath.Path in path_getbbox() in path.c
CVE-2022-22815 - MEDIUM -  python-pillow: improperly initializes ImagePath.Path in path_getbbox() in path.c
CVE-2021-4189 - MEDIUM -  python: ftplib should not use the host from the PASV response
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2021-3997 - MEDIUM -  systemd: Uncontrolled recursion in systemd-tmpfiles when removing files
CVE-2021-3995 - MEDIUM -  util-linux: Unauthorized unmount of FUSE filesystems belonging to users with similar uid
CVE-2021-3996 - MEDIUM -  util-linux: Unauthorized unmount of filesystems in libmount
DLA-1957-1 - UNKNOWN -  tzdata - new upstream version
