CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-3859 - CRITICAL -  libssh2: Unchecked use of _libssh2_packet_require and _libssh2_packet_requirev resulting in out-of-bounds read
CVE-2019-3858 - CRITICAL -  libssh2: Zero-byte allocation with a specially crafted SFTP packed leading to an out-of-bounds read
CVE-2017-10685 - CRITICAL -  ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function
CVE-2017-10684 - CRITICAL -  ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c
CVE-2020-12403 - CRITICAL -  nss: CHACHA20-POLY1305 decryption with undersized tag leads to out-of-bounds read
CVE-2019-17006 - CRITICAL -  nss: Check length of inputs for cryptographic primitives
CVE-2021-43527 - CRITICAL -  nss: Memory corruption in decodeECorDsaSignature with DSA signatures (and RSA-PSS)
CVE-2017-5461 - CRITICAL -  nss: Write beyond bounds caused by bugs in Base64 de/encoding in nssb64d.c and nssb64e.c (MFSA 2017-10)
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2021-3711 - CRITICAL -  openssl: SM2 Decryption Buffer Overflow
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2017-12883 - CRITICAL -  perl: Buffer over-read in regular expression parser
CVE-2018-18311 - CRITICAL -  perl: Integer overflow leading to buffer overflow in Perl_my_setenv()
CVE-2018-6913 - CRITICAL -  perl: heap buffer overflow in pp_pack.c
CVE-2018-6797 - CRITICAL -  perl: heap write overflow in regcomp.c
CVE-2018-1126 - CRITICAL -  procps-ng, procps: incorrect integer size in proc/alloc.* leading to truncation / integer overflow issues
CVE-2017-12424 - CRITICAL -  shadow-utils: Buffer overflow via newusers tool
CVE-2017-10989 - CRITICAL -  sqlite: Heap-buffer overflow in the getNodeSize function
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2020-10188 - CRITICAL -  telnet-server: no bounds checks in nextitem() function allows to remotely execute arbitrary code
CVE-2019-5953 - CRITICAL -  wget: do_conversion() heap-based buffer overflow vulnerability
CVE-2016-9843 - CRITICAL -  zlib: Big-endian out-of-bounds pointer
CVE-2016-9841 - CRITICAL -  zlib: Out-of-bounds pointer arithmetic in inffast.c
CVE-2018-20506 - HIGH -  CVE-2018-20346 CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2018-20346 - HIGH -  CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2020-10531 - HIGH -  ICU: Integer overflow in UnicodeString::doAppend()
CVE-2016-8610 - HIGH -  SSL/TLS: Malformed plain-text ALERT packets could cause remote DoS
CVE-2019-9924 - HIGH -  bash: BASH_CMD is writable in restricted bash shells
CVE-2020-14382 - HIGH -  cryptsetup: Out-of-bounds write when validating segments
CVE-2018-6553 - HIGH -  cups: AppArmor cupsd Sandbox Bypass Due to Use of Hard Links
CVE-2017-18190 - HIGH -  cups: DNS rebinding attacks via incorrect whitelist
CVE-2018-4180 - HIGH -  cups: Local privilege escalation to root due to insecure environment variable handling
CVE-2020-3898 - HIGH -  cups: heap based buffer overflow in libcups's ppdFindOption() in ppd-mark.c
CVE-2019-8696 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_packed function
CVE-2019-8675 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_type function
CVE-2020-8231 - HIGH -  curl: Expired pointer dereference via multi API with CURLOPT_CONNECT_ONLY option set
CVE-2017-1000254 - HIGH -  curl: FTP PWD response parser out of bounds read
CVE-2016-8625 - HIGH -  curl: IDNA 2003 makes curl use wrong host
CVE-2020-8177 - HIGH -  curl: Incorrect argument check can allow remote servers to overwrite local files
CVE-2016-7141 - HIGH -  curl: Incorrect reuse of client certificates
CVE-2020-8286 - HIGH -  curl: Inferior OCSP verification
CVE-2018-1000121 - HIGH -  curl: LDAP NULL pointer dereference
CVE-2020-8285 - HIGH -  curl: Malicious FTP server can trigger stack overflow when CURLOPT_CHUNK_BGN_FUNCTION is used
CVE-2018-16890 - HIGH -  curl: NTLM type-2 heap out-of-bounds buffer read
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2019-3823 - HIGH -  curl: SMTP end-of-response out-of-bounds read
CVE-2019-5436 - HIGH -  curl: TFTP receive heap buffer overflow in tftp_receive_packet() function
CVE-2016-9586 - HIGH -  curl: printf floating point buffer overflow
CVE-2019-19906 - HIGH -  cyrus-sasl: denial of service in _sasl_add_string function
CVE-2022-24407 - HIGH -  cyrus-sasl: failure to properly escape SQL input allows an attacker to execute arbitrary SQL commands
CVE-2019-12749 - HIGH -  dbus: DBusServer DBUS_COOKIE_SHA1 authentication bypass
CVE-2020-35512 - HIGH -  dbus: users with the same numeric UID could lead to use-after-free and undefined behaviour
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2017-9233 - HIGH -  expat: Inifinite loop due to invalid XML in external entity
CVE-2021-46143 - HIGH -  expat: Integer overflow in doProlog in xmlparse.c
CVE-2022-22825 - HIGH -  expat: Integer overflow in lookup in xmlparse.c
CVE-2022-22826 - HIGH -  expat: Integer overflow in nextScaffoldPart in xmlparse.c
CVE-2022-22827 - HIGH -  expat: Integer overflow in storeAtts in xmlparse.c
CVE-2021-45960 - HIGH -  expat: Large number of prefixed XML attributes on a single tag can crash libexpat
CVE-2019-15903 - HIGH -  expat: heap-based buffer over-read via crafted XML input
CVE-2022-25314 - HIGH -  expat: integer overflow in copyString()
CVE-2018-20843 - HIGH -  expat: large number of colons in input makes parser consume high amount of resources, leading to DoS
CVE-2015-9381 - HIGH -  freetype: a heap-based buffer over-read in T1_Get_Private_Dict in type1/t1parse.c leading to crash
CVE-2016-10244 - HIGH -  freetype: parse_charstrings function in type1/t1load.c does not ensure that a font contains a glyph name
CVE-2018-12886 - HIGH -  gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass
CVE-2021-3326 - HIGH -  glibc: Assertion failure in ISO-2022-JP-3 gconv module related to combining characters
CVE-2017-1000409 - HIGH -  glibc: Buffer overflow triggerable via LD_LIBRARY_PATH
CVE-2017-16997 - HIGH -  glibc: Incorrect handling of RPATH in elf/dl-load.c can be used to execute code loaded from arbitrary libraries
CVE-2017-1000408 - HIGH -  glibc: Memory leak reachable via LD_HWCAP_MASK
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-1751 - HIGH -  glibc: array overflow in backtrace functions for powerpc
CVE-2017-1000366 - HIGH -  glibc: heap/stack gap jumping via unbounded stack allocations
CVE-2009-5155 - HIGH -  glibc: parse_reg_exp in posix/regcomp.c misparses alternatives leading to denial of service or trigger incorrect result
CVE-2018-1000001 - HIGH -  glibc: realpath() buffer underflow when getcwd() returns relative path allows privilege escalation
CVE-2020-29573 - HIGH -  glibc: stack-based buffer overflow if the input to any of the printf family of functions is an 80-bit long double with a non-canonical bit pattern
CVE-2020-1752 - HIGH -  glibc: use-after-free in glob() function when expanding ~user
CVE-2021-43618 - HIGH -  gmp: Integer overflow and resultant buffer overflow via crafted input
CVE-2018-12020 - HIGH -  gnupg2: Improper sanitization of filenames allows for the display of fake status messages and the bypass of signature verification
CVE-2017-7507 - HIGH -  gnutls: Crash upon receiving well-formed status_request extension
CVE-2020-24659 - HIGH -  gnutls: Heap buffer overflow in handshake with no_renegotiation alert sent
CVE-2017-5335 - HIGH -  gnutls: Out of memory while parsing crafted OpenPGP certificate
CVE-2017-7869 - HIGH -  gnutls: Out-of-bounds write related to the cdk_pkt_read function (GNUTLS-SA-2017-3)
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2017-7868 - HIGH -  icu: Heap-buffer overflow in utext_moveIndex32 function
CVE-2017-7867 - HIGH -  icu: Heap-buffer overflow in utext_setNativeIndex function
CVE-2020-25649 - HIGH -  jackson-databind: FasterXML DOMDeserializer insecure entity expansion is vulnerable to XML external entity (XXE)
CVE-2020-36518 - HIGH -  jackson-databind: denial of service via a large depth of nested objects
CVE-2020-10673 - HIGH -  jackson-databind: mishandles the interaction between serialization gadgets and typing which could result in remote command execution
CVE-2020-35490 - HIGH -  jackson-databind: mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.PerUserPoolDataSource
CVE-2020-35491 - HIGH -  jackson-databind: mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.SharedPoolDataSource
CVE-2018-5968 - HIGH -  jackson-databind: unsafe deserialization due to incomplete blacklist (incomplete fix for CVE-2017-7525 and CVE-2017-17485)
CVE-2021-36222 - HIGH -  krb5: Sending a request containing PA-ENCRYPTED-CHALLENGE padata element without using FAST could result in NULL dereference in KDC which leads to DoS
CVE-2020-28196 - HIGH -  krb5: unbounded recursion via an ASN.1-encoded Kerberos message in lib/krb5/asn.1/asn1_encode.c may lead to DoS
CVE-2016-10165 - HIGH -  lcms2: Out-of-bounds read in Type_MLU_Read()
CVE-2018-14598 - HIGH -  libX11: Crash on invalid reply in XListExtensions in ListExt.c
CVE-2020-14363 - HIGH -  libX11: integer overflow leads to double free in locale handling
CVE-2017-10140 - HIGH -  libdb: Reads DB_CONFIG from the current working directory
CVE-2021-33560 - HIGH -  libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2016-3616 - HIGH -  libjpeg: null pointer dereference in cjpeg
CVE-2019-3857 - HIGH -  libssh2: Integer overflow in SSH packet processing channel resulting in out of bounds write
CVE-2019-3856 - HIGH -  libssh2: Integer overflow in keyboard interactive handling resulting in out of bounds write
CVE-2019-3855 - HIGH -  libssh2: Integer overflow in transport read resulting in out of bounds write
CVE-2019-3863 - HIGH -  libssh2: Integer overflow in user authenticate keyboard interactive allows out-of-bounds writes
CVE-2019-17498 - HIGH -  libssh2: integer overflow in SSH_MSG_DISCONNECT logic in packet.c
CVE-2019-13115 - HIGH -  libssh2: integer overflow in kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c leads to out-of-bounds write
CVE-2017-10790 - HIGH -  libtasn1: NULL pointer dereference in the _asn1_check_identifier function
CVE-2017-6891 - HIGH -  libtasn1: Stack-based buffer overflow in asn1_find_node()
CVE-2017-11112 - HIGH -  ncurses: Illegal address access in append_acs function
CVE-2017-13728 - HIGH -  ncurses: Infinite loop in the next_char function
CVE-2017-11113 - HIGH -  ncurses: Null pointer dereference vulnerability in _nc_parse_entry function
CVE-2017-16879 - HIGH -  ncurses: Stack-based buffer overflow in the _nc_write_entry function
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-20305 - HIGH -  nettle: Out of bounds memory access in signature verification
CVE-2021-3580 - HIGH -  nettle: Remote crash in RSA decryption via manipulated ciphertext
CVE-2019-11729 - HIGH -  nss: Empty or malformed p256-ECDH public keys may trigger a segmentation fault
CVE-2019-17007 - HIGH -  nss: Handling of Netscape Certificate Sequences in CERT_DecodeCertPackage() may crash with a NULL deref leading to DoS
CVE-2017-7502 - HIGH -  nss: Null pointer dereference when handling empty SSLv2 messages
CVE-2019-11719 - HIGH -  nss: Out-of-bounds read when importing curve25519 private key
CVE-2019-11745 - HIGH -  nss: Out-of-bounds write when passing an output buffer smaller than the block size to NSC_EncryptUpdate
CVE-2017-7805 - HIGH -  nss: Potential use-after-free in TLS 1.2 server when verifying client authentication
CVE-2020-25648 - HIGH -  nss: TLS 1.3 CCS flood remote DoS Attack
CVE-2019-13565 - HIGH -  openldap: ACL restrictions bypass due to sasl_ssf value being set permanently
CVE-2020-36230 - HIGH -  openldap: Assertion failure in ber_next_element in decode.c
CVE-2021-27212 - HIGH -  openldap: Assertion failure in slapd in the issuerAndThisUpdateCheck function
CVE-2020-36222 - HIGH -  openldap: Assertion failure in slapd in the saslAuthzTo validation
CVE-2020-36226 - HIGH -  openldap: Denial of service via length miscalculation in slap_parse_user
CVE-2020-36225 - HIGH -  openldap: Double free in the saslAuthzTo processing
CVE-2020-36227 - HIGH -  openldap: Infinite loop in slapd with the cancel_extop Cancel operation
CVE-2020-36228 - HIGH -  openldap: Integer underflow in issuerAndThisUpdateCheck in schema_init.c
CVE-2020-36221 - HIGH -  openldap: Integer underflow in serialNumberAndIssuerCheck in schema_init.c
CVE-2020-36224 - HIGH -  openldap: Invalid pointer free in the saslAuthzTo processing
CVE-2020-25692 - HIGH -  openldap: NULL pointer dereference for unauthenticated packet in slapd
CVE-2020-36223 - HIGH -  openldap: Out-of-bounds read in Values Return Filter
CVE-2020-36229 - HIGH -  openldap: Type confusion in ad_keystring in ad.c
CVE-2020-25710 - HIGH -  openldap: assertion failure in CSN normalization with invalid input
CVE-2020-25709 - HIGH -  openldap: assertion failure in Certificate List syntax validation
CVE-2020-12243 - HIGH -  openldap: denial of service via nested boolean expressions in LDAP search filters
CVE-2021-3450 - HIGH -  openssl: CA certificate check bypass with X509_V_FLAG_X509_STRICT
CVE-2022-0778 - HIGH -  openssl: Infinite loop in BN_mod_sqrt() reachable when parsing certificates
CVE-2018-0732 - HIGH -  openssl: Malicious server can send large prime to client during DH(E) TLS handshake causing the client to hang
CVE-2021-3712 - HIGH -  openssl: Read buffer overruns processing ASN.1 strings
CVE-2017-3731 - HIGH -  openssl: Truncated packet could crash via OOB read
CVE-2021-23840 - HIGH -  openssl: integer overflow in CipherUpdate
CVE-2020-29361 - HIGH -  p11-kit: integer overflow when allocating memory for arrays or attributes and object identifiers
CVE-2020-29363 - HIGH -  p11-kit: out-of-bounds write in p11_rpc_buffer_get_byte_array_value function in rpc-message.c
CVE-2017-7186 - HIGH -  pcre: Invalid Unicode property lookup (8.41/7, 10.24/2)
CVE-2015-3217 - HIGH -  pcre: stack overflow caused by mishandled group empty match (8.38/11)
CVE-2020-16156 - HIGH -  perl-CPAN: Bypass of verification of signatures in CHECKSUMS files
CVE-2021-36770 - HIGH -  perl-Encode: bug in local configuration loading allows arbitrary Perl code execution placed under the current working directory
CVE-2018-12015 - HIGH -  perl: Directory traversal in Archive::Tar
CVE-2017-12837 - HIGH -  perl: Heap buffer overflow in regular expression compiler
CVE-2020-10878 - HIGH -  perl: corruption of intermediate language state of compiled regular expression due to integer overflow leads to DoS
CVE-2020-12723 - HIGH -  perl: corruption of intermediate language state of compiled regular expression due to recursive S_study_chunk() calls leads to DoS
CVE-2020-10543 - HIGH -  perl: heap-based buffer overflow in regular expression compiler leads to DoS
CVE-2020-13692 - HIGH -  postgresql-jdbc: XML external entity (XXE) vulnerability in PgSQLXML
CVE-2018-1124 - HIGH -  procps-ng, procps: Integer overflows leading to heap overflow in file2strvec
CVE-2018-1122 - HIGH -  procps-ng, procps: Local privilege escalation in top
CVE-2018-1123 - HIGH -  procps-ng, procps: denial of service in ps via mmap buffer overflow
CVE-2018-1125 - HIGH -  procps-ng, procps: stack buffer overflow in pgrep
CVE-2016-6252 - HIGH -  shadow-utils: Incorrect integer handling results in LPE
CVE-2017-18640 - HIGH -  snakeyaml: Billion laughs attack via alias feature
CVE-2018-8740 - HIGH -  sqlite: NULL pointer dereference with databases with schema corrupted with CREATE TABLE AS allows for denial of service
CVE-2020-11655 - HIGH -  sqlite: malformed window-function query leads to DoS
CVE-2019-19603 - HIGH -  sqlite: mishandling of certain SELECT statements with non-existent VIEW can lead to DoS
CVE-2019-5827 - HIGH -  sqlite: out-of-bounds access due to the use of 32-bit memory allocator interfaces
CVE-2019-20218 - HIGH -  sqlite: selectExpander in select.c proceeds with WITH stack unwinding even after a parsing error
CVE-2018-15688 - HIGH -  systemd: Out-of-bounds heap write in systemd-networkd dhcpv6 option handling
CVE-2019-3842 - HIGH -  systemd: Spoofing of XDG_SEAT allows for actions to be checked against "allow_active" instead of "allow_any"
CVE-2017-18078 - HIGH -  systemd: Unsafe handling of hard links allowing privilege escalation
CVE-2018-15686 - HIGH -  systemd: line splitting via fgets() allows for state injection during daemon-reexec
CVE-2018-16864 - HIGH -  systemd: stack overflow when calling syslog from a command with long cmdline
CVE-2018-16865 - HIGH -  systemd: stack overflow when receiving many journald entries
CVE-2018-1000035 - HIGH -  unzip: Heap-based buffer overflow in fileio.c:UzpPassword function allows code execution
CVE-2016-2779 - HIGH -  util-linux: runuser tty hijack via TIOCSTI ioctl
CVE-2017-13090 - HIGH -  wget: Heap-based buffer overflow in HTTP protocol handling
CVE-2017-13089 - HIGH -  wget: Stack-based buffer overflow in HTTP protocol handling
CVE-2016-7098 - HIGH -  wget: files rejected by access list are kept on the disk for the duration of HTTP connection
CVE-2018-25032 - HIGH -  zlib: A flaw found in zlib when compressing (not decompressing) certain inputs
CVE-2016-9840 - HIGH -  zlib: Out-of-bounds pointer arithmetic in inftrees.c
CVE-2016-9842 - HIGH -  zlib: Undefined left shift of negative number
CVE-2015-5186 - LOW -  Audit: log terminal emulator escape sequences handling
CVE-2007-6755 - LOW -  Dual_EC_DRBG: weak pseudo random number generator
CVE-2011-3389 - LOW -  HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST)
CVE-2017-6519 - LOW -  avahi: Multicast DNS responds to unicast queries outside of local network
CVE-2019-18276 - LOW -  bash: when effective UID is not equal to its real UID the saved UID is not dropped
CVE-2015-5218 - LOW -  colcrt: global-buffer-overflow
CVE-2016-2781 - LOW -  coreutils: Non-privileged session can escape to the parent session in chroot
CVE-2017-18018 - LOW -  coreutils: race condition vulnerability in chown and chgrp
CVE-2014-8166 - LOW -  cups: code execution via unescape ANSI escape sequences
CVE-2017-7407 - LOW -  curl: --write-out out of bounds read
CVE-2021-22924 - LOW -  curl: Bad connection reuse due to flawed path name checks
CVE-2021-22922 - LOW -  curl: Content not matching hash in Metalink is not being discarded
CVE-2020-8284 - LOW -  curl: FTP PASV command response can cause curl to connect to arbitrary host
CVE-2021-22923 - LOW -  curl: Metalink download sends credentials
CVE-2021-22898 - LOW -  curl: TELNET stack contents disclosure
CVE-2021-22890 - LOW -  curl: TLS 1.3 session ticket mix-up with HTTPS proxy host
CVE-2016-3739 - LOW -  curl: TLS certificate name check bypass with mbedTLS and PolarSSL
CVE-2022-27775 - LOW -  curl: bad local IPv6 connection reuse
CVE-2016-4484 - LOW -  dracut: Brute force attack on LUKS password decryption via initramfs
CVE-2013-0340 - LOW -  expat: internal entity expansion
CVE-2019-1010024 - LOW -  glibc: ASLR bypass using cache of thread stack and heap
CVE-2017-15804 - LOW -  glibc: Buffer overflow during unescaping of user names with the ~ operator
CVE-2018-11237 - LOW -  glibc: Buffer overflow in __mempcpy_avx512_no_vzeroupper
CVE-2017-15670 - LOW -  glibc: Buffer overflow in glob with GLOB_TILDE
CVE-2015-5180 - LOW -  glibc: DNS resolver NULL pointer dereference with crafted record type
CVE-2019-6488 - LOW -  glibc: Incorrect attempt to use a 64-bit register for size_t in assembly codes results in segmentation fault
CVE-2018-11236 - LOW -  glibc: Integer overflow in stdlib/canonicalize.c on 32-bit architectures leading to stack-based buffer overflow
CVE-2017-15671 - LOW -  glibc: Memory leak in glob with GLOB_TILDE
CVE-2021-27645 - LOW -  glibc: Use-after-free in addgetnetgrentX function in netgroupcache.c
CVE-2021-43396 - LOW -  glibc: conversion from ISO-2022-JP-3 with iconv may emit spurious NUL character on state reset
CVE-2010-4756 - LOW -  glibc: glob implementation can cause excessive CPU and memory consumption due to crafted glob expressions
CVE-2016-10228 - LOW -  glibc: iconv program can hang when invoked with the -c option
CVE-2019-1010025 - LOW -  glibc: information disclosure of heap addresses of pthread_created thread
CVE-2019-7309 - LOW -  glibc: memcmp function incorrectly returns zero
CVE-2015-8985 - LOW -  glibc: potential denial of service in pop_fail_stack()
CVE-2019-1010023 - LOW -  glibc: running ldd on malicious ELF leads to code execution because of wrong size computation
CVE-2019-1010022 - LOW -  glibc: stack guard protection bypass
CVE-2018-20796 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-9192 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-14855 - LOW -  gnupg2: OpenPGP Key Certification Forgeries with SHA-1
CVE-2017-11462 - LOW -  krb5: Automatic sec context deletion could lead to double-free
CVE-2017-15088 - LOW -  krb5: Buffer overflow in get_matching_data()
CVE-2018-5730 - LOW -  krb5: DN container check bypass by supplying special crafted data
CVE-2018-5709 - LOW -  krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c
CVE-2016-7943 - LOW -  libX11: Insufficient validation of server responses in FontNames
CVE-2016-7942 - LOW -  libX11: Insufficient validation of server responses in XGetImage()
CVE-2016-7945 - LOW -  libXi: Insufficient validation of server responses result in Integer overflows
CVE-2016-7946 - LOW -  libXi: Insufficient validation of server responses result in various data mishandlings
CVE-2016-7949 - LOW -  libXrender: Insufficient validation of server responses results in overflow of previously reserved memory
CVE-2016-7950 - LOW -  libXrender: Insufficient validation of server responses results out-of-bounds write in XRenderQueryFilters
CVE-2016-7951 - LOW -  libXtst: Insufficient validation of server responses result in Integer overflows
CVE-2016-7952 - LOW -  libXtst: Insufficient validation of server responses result in various data mishandlings
CVE-2018-6829 - LOW -  libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information
