CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2018-11813 - LOW -  libjpeg: "cjpeg" utility large loop because read_pixel in rdtarga.c mishandles EOF
CVE-2018-14048 - LOW -  libpng: Segmentation fault in png.c:png_free_data function causing denial of service
CVE-2018-14550 - LOW -  libpng: Stack-based buffer overflow in contrib/pngminus/pnm2png.c:get_token() potentially leading to arbitrary code execution
CVE-2021-4214 - LOW -  libpng: hardcoded value leads to heap-overflow
CVE-2019-6129 - LOW -  libpng: memory leak of png_info struct in pngcp.c
CVE-2019-9893 - LOW -  libseccomp: incorrect generation of syscall filters in libseccomp
CVE-2021-36087 - LOW -  libsepol: heap-based buffer overflow in ebitmap_match_any()
CVE-2021-36084 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36085 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36086 - LOW -  libsepol: use-after-free in cil_reset_classpermission()
CVE-2019-17498 - LOW -  libssh2: integer overflow in SSH_MSG_DISCONNECT logic in packet.c
CVE-2018-1000654 - LOW -  libtasn1: Infinite loop in _asn1_expand_object_id(ptree) leads to memory exhaustion
CVE-2016-9085 - LOW -  libwebp: Several integer overflows
CVE-2019-17543 - LOW -  lz4: heap-based buffer overflow in LZ4_write32
CVE-2008-1688 - LOW -  m4: code execution via -F argument
CVE-2008-1687 - LOW -  m4: unquoted output of maketemp and mkstemp
CVE-2021-39537 - LOW -  ncurses: heap-based buffer overflow in _nc_captoinfo() in captoinfo.c
CVE-2019-19204 - LOW -  oniguruma: Heap-based buffer over-read in function fetch_interval_quantifier in regparse.c
CVE-2019-19203 - LOW -  oniguruma: Heap-based buffer over-read in function gb18030_mbc_enc_len in file gb18030.c
CVE-2019-19246 - LOW -  oniguruma: Heap-based buffer overflow in str_lower_case_match in regexec.c
CVE-2019-13225 - LOW -  oniguruma: NULL pointer dereference in match_at() in regexec.c
CVE-2019-16163 - LOW -  oniguruma: Stack exhaustion in regcomp.c because of recursion in regparse.c
CVE-2019-13224 - LOW -  oniguruma: Use-after-free in onig_new_deluxe() in regext.c
CVE-2019-19012 - LOW -  oniguruma: integer overflow in search_in_range function in regexec.c leads to out-of-bounds read
CVE-2020-15719 - LOW -  openldap: Certificate validation incorrectly matches name against CN-ID
CVE-2017-14159 - LOW -  openldap: Privilege escalation via PID file manipulation
CVE-2017-17740 - LOW -  openldap: contrib/slapd-modules/nops/nops.c attempts to free stack buffer allowing remote attackers to cause a denial of service
CVE-2015-3276 - LOW -  openldap: incorrect multi-keyword mode cipherstring parsing
CVE-2010-0928 - LOW -  openssl: RSA authentication weakness
CVE-2018-6952 - LOW -  patch: Double free of memory in pch.c:another_hunk() causes a crash
CVE-2021-45261 - LOW -  patch: Invalid Pointer via another_hunk function
CVE-2018-6951 - LOW -  patch: NULL pointer dereference in pch.c:intuit_diff_type() causes a crash
CVE-2010-4651 - LOW -  patch: directory traversal flaw allows for arbitrary file creation
CVE-2019-20838 - LOW -  pcre: Buffer over-read in JIT when UTF is disabled and \X or \R has fixed quantifier greater than 1
CVE-2017-11164 - LOW -  pcre: OP_KETRMAX feature in the match function in pcre_exec.c
CVE-2017-16231 - LOW -  pcre: self-recursive call in match() in pcre_exec.c leads to denial of service
CVE-2017-7245 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2017-7246 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2011-4116 - LOW -  perl: File::Temp insecure temporary file handling
CVE-2019-9193 - LOW -  postgresql: Command injection via "COPY TO/FROM PROGRAM" function
CVE-2018-1121 - LOW -  procps-ng, procps: process hiding through race condition enumerating /proc
CVE-2018-21232 - LOW -  re2c: uncontrolled recursion that causes stack consumption in find_fixed_tags
CVE-2004-0971 - LOW -  security flaw
CVE-2013-4235 - LOW -  shadow-utils: TOCTOU race conditions by copying and removing directory trees
CVE-2019-19882 - LOW -  shadow-utils: local users can obtain root access because setuid programs are misconfigured
CVE-2018-7169 - LOW -  shadow-utils: newgidmap allows unprivileged user to drop supplementary groups potentially allowing privilege escalation
CVE-2019-19244 - LOW -  sqlite: allows a crash if a sub-select uses both DISTINCT and window functions and also has certain ORDER BY usage
CVE-2020-11656 - LOW -  sqlite: use-after-free in the ALTER TABLE implementation
CVE-2020-13529 - LOW -  systemd: DHCP FORCERENEW authentication not implemented can cause a system running the DHCP client to have its network reconfigured
CVE-2020-13776 - LOW -  systemd: Mishandles numerical usernames beginning with decimal digits or 0x followed by hexadecimal digits
CVE-2013-4392 - LOW -  systemd: TOCTOU race condition when updating file permissions and SELinux security contexts
CVE-2019-20386 - LOW -  systemd: memory leak in button_open() in login/logind-button.c when udev events are received
CVE-2021-20193 - LOW -  tar: Memory leak in read_header() in list.c
CVE-2005-2541 - LOW -  tar: does not properly warn the user when extracting setuid or setgid files
CVE-2019-9923 - LOW -  tar: null-pointer dereference in pax_decode_header in sparse.c
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2022-0563 - LOW -  util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2021-22947 - MEDIUM -  curl: Server responses received before STARTTLS processed after TLS handshake
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2019-25013 - MEDIUM -  glibc: buffer over-read in iconv when processing invalid multi-byte input sequences in the EUC-KR encoding
CVE-2020-27618 - MEDIUM -  glibc: iconv when processing invalid multi-byte input sequences fails to advance the input state, which could result in an infinite loop
CVE-2020-10029 - MEDIUM -  glibc: stack corruption from crafted input in cosl, sinl, sincosl, and tanl functions
CVE-2020-15802 - MEDIUM -  hardware: BLURtooth: "Dual mode" hardware using CTKD are vulnerable to key overwrite
CVE-2022-1652 - MEDIUM -  kernel: A concurrency use-after-free in bad_flp_intr
CVE-2020-26555 - MEDIUM -  kernel: Bluetooth BR/EDR PIN Pairing procedure is vulnerable to an impersonation attack
CVE-2022-1836 - MEDIUM -  kernel: Concurrency use-after-free in floppy's raw_cmd
CVE-2020-12363 - MEDIUM -  kernel: Improper input validation in some Intel(R) Graphics Drivers
CVE-2019-16089 - MEDIUM -  kernel: Improper return check in nbd_genl_status function in drivers/block/nbd.c
CVE-2022-0171 - MEDIUM -  kernel: KVM: cache incoherence issue in SEV API may lead to kernel crash
CVE-2022-0812 - MEDIUM -  kernel: NFS over RDMA random memory leakage
CVE-2021-44879 - MEDIUM -  kernel: NULL pointer dereference in folio_mark_dirty() via a crafted f2fs image
CVE-2022-1205 - MEDIUM -  kernel: Null pointer dereference and use after free in net/ax25/ax25_timer.c
CVE-2020-12364 - MEDIUM -  kernel: Null pointer dereference in some Intel(R) Graphics Drivers
CVE-2022-0400 - MEDIUM -  kernel: Out of bounds read in the smc protocol stack
CVE-2019-15794 - MEDIUM -  kernel: Overlayfs in the Linux kernel and shiftfs  not restoring original value on error leading to a refcount underflow
CVE-2021-3714 - MEDIUM -  kernel: Remote Page Deduplication Attacks
CVE-2022-1204 - MEDIUM -  kernel: Use after free in net/ax25/af_ax25.c
CVE-2020-26145 - MEDIUM -  kernel: accepting plaintext broadcast fragments as full frames
CVE-2020-36516 - MEDIUM -  kernel: an off-path attacker may inject data or terminate a victim's TCP session
CVE-2021-4159 - MEDIUM -  kernel: another kernel ptr leak vulnerability via BPF in coerce_reg_to_size
CVE-2020-27835 - MEDIUM -  kernel: child process is able to access parent mm through hfi dev file handle
CVE-2022-1280 - MEDIUM -  kernel: concurrency use-after-free between drm_setmaster_ioctl and drm_mode_getresources
CVE-2020-14304 - MEDIUM -  kernel: ethtool when reading eeprom of device could lead to memory leak
CVE-2020-16120 - MEDIUM -  kernel: incorrect unprivileged overlayfs permission checking may lead to information disclosure
CVE-2020-36310 - MEDIUM -  kernel: infinite loop in set_memory_region_test in arch/x86/kvm/svm/svm.c for certain nested page faults
CVE-2022-0494 - MEDIUM -  kernel: information leak in  scsi_ioctl()
CVE-2021-33061 - MEDIUM -  kernel: insufficient control flow management for the Intel(R) 82599 Ethernet Controllers and Adapters may lead to DoS
CVE-2022-0480 - MEDIUM -  kernel: memcg does not limit the number of POSIX file locks allowing memory exhaustion
CVE-2020-26141 - MEDIUM -  kernel: not verifying TKIP MIC of fragmented frames
CVE-2022-1462 - MEDIUM -  kernel: possible race condition in drivers/tty/tty_buffers.c
CVE-2022-1729 - MEDIUM -  kernel: race condition in perf_event_open leads to privilege escalation
CVE-2021-3669 - MEDIUM -  kernel: reading /proc/sysvipc/shm does not scale with large shared memory segment counts
CVE-2021-3894 - MEDIUM -  kernel: sctp: local DoS: unprivileged user can cause BUG()
CVE-2020-26541 - MEDIUM -  kernel: security bypass in certs/blacklist.c and certs/system_keyring.c
CVE-2021-4037 - MEDIUM -  kernel: security regression for CVE-2018-13405
CVE-2022-1975 - MEDIUM -  kernel: sleep in atomic bug when firmware download timeout
CVE-2022-0854 - MEDIUM -  kernel: swiotlb information leak with DMA_FROM_DEVICE
CVE-2019-20794 - MEDIUM -  kernel: task processes not being properly ended could lead to resource exhaustion
CVE-2021-3759 - MEDIUM -  kernel: unaccounted ipc objects in Linux kernel lead to breaking memcg limits and DoS attacks
CVE-2022-1016 - MEDIUM -  kernel: uninitialized registers on stack in nft_do_chain can cause kernel pointer leakage to UM
CVE-2022-1184 - MEDIUM -  kernel: use-after-free and memory errors in ext4 when mounting and operating on a corrupted image
CVE-2019-15213 - MEDIUM -  kernel: use-after-free caused by malicious USB device in drivers/media/usb/dvb-usb/dvb-usb-init.c
CVE-2022-1974 - MEDIUM -  kernel: use-after-free in /net/nfc/core.c causes kernel crash by simulating nfc device from user-space
CVE-2022-1198 - MEDIUM -  kernel: use-after-free in drivers/net/hamradio/6pack.c
CVE-2022-1789 - MEDIUM -  kernel: x86/kvm: NULL pointer dereference in  kvm_mmu_invpcid_gva
CVE-2019-13627 - MEDIUM -  libgcrypt: ECDSA timing attack allowing private key leak
