CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2020-1714 - HIGH -  keycloak: Lack of checks in ObjectInputStream leading to Remote Code Execution
CVE-2019-10201 - HIGH -  keycloak: SAML broker does not check existence of signature on document allowing any user impersonation
CVE-2021-20202 - HIGH -  keycloak: Temporary Directory Hijacking Vulnerability in Keycloak
CVE-2019-10170 - HIGH -  keycloak: script execution via realm management policy trigger
CVE-2020-1718 - HIGH -  keycloak: security issue on reset credential flow
CVE-2020-14389 - HIGH -  keycloak: user can manage resources with just "view-profile" role using new Account Console
CVE-2021-33560 - HIGH -  libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm
CVE-2022-23302 - HIGH -  log4j: Remote code execution in Log4j 1.x when application is configured to use JMSSink
CVE-2022-23307 - HIGH -  log4j: Unsafe deserialization flaw in Chainsaw log viewer
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2022-1586 - HIGH -  pcre2: Out-of-bounds read in compile_xclass_matchingpath in pcre2_jit_compile.c
CVE-2022-1587 - HIGH -  pcre2: Out-of-bounds read in get_recurse_data_length in pcre2_jit_compile.c
CVE-2020-16156 - HIGH -  perl-CPAN: Bypass of verification of signatures in CHECKSUMS files
CVE-2020-13692 - HIGH -  postgresql-jdbc: XML external entity (XXE) vulnerability in PgSQLXML
CVE-2007-6755 - LOW -  Dual_EC_DRBG: weak pseudo random number generator
CVE-2011-3389 - LOW -  HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST)
CVE-2016-2781 - LOW -  coreutils: Non-privileged session can escape to the parent session in chroot
CVE-2017-18018 - LOW -  coreutils: race condition vulnerability in chown and chgrp
CVE-2021-22924 - LOW -  curl: Bad connection reuse due to flawed path name checks
CVE-2021-22922 - LOW -  curl: Content not matching hash in Metalink is not being discarded
CVE-2021-22923 - LOW -  curl: Metalink download sends credentials
CVE-2021-22898 - LOW -  curl: TELNET stack contents disclosure
CVE-2022-27775 - LOW -  curl: bad local IPv6 connection reuse
CVE-2013-0340 - LOW -  expat: internal entity expansion
CVE-2019-1010024 - LOW -  glibc: ASLR bypass using cache of thread stack and heap
CVE-2010-4756 - LOW -  glibc: glob implementation can cause excessive CPU and memory consumption due to crafted glob expressions
CVE-2019-1010025 - LOW -  glibc: information disclosure of heap addresses of pthread_created thread
CVE-2019-1010023 - LOW -  glibc: running ldd on malicious ELF leads to code execution because of wrong size computation
CVE-2019-1010022 - LOW -  glibc: stack guard protection bypass
CVE-2018-20796 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-9192 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2020-8908 - LOW -  guava: local information disclosure via temporary directory created with unsafe permissions
CVE-2021-34428 - LOW -  jetty: SessionListener can prevent a session from being invalidated breaking logout
CVE-2019-3868 - LOW -  keycloak: session hijack using the user access token
CVE-2018-5709 - LOW -  krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c
CVE-2018-6829 - LOW -  libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information
CVE-2021-4214 - LOW -  libpng: hardcoded value leads to heap-overflow
CVE-2019-6129 - LOW -  libpng: memory leak of png_info struct in pngcp.c
CVE-2021-36087 - LOW -  libsepol: heap-based buffer overflow in ebitmap_match_any()
CVE-2021-36084 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36085 - LOW -  libsepol: use-after-free in __cil_verify_classperms()
CVE-2021-36086 - LOW -  libsepol: use-after-free in cil_reset_classpermission()
CVE-2020-9488 - LOW -  log4j: improper validation of certificate with host mismatch in SMTP appender
CVE-2021-39537 - LOW -  ncurses: heap-based buffer overflow in _nc_captoinfo() in captoinfo.c
CVE-2020-15719 - LOW -  openldap: Certificate validation incorrectly matches name against CN-ID
CVE-2017-14159 - LOW -  openldap: Privilege escalation via PID file manipulation
CVE-2017-17740 - LOW -  openldap: contrib/slapd-modules/nops/nops.c attempts to free stack buffer allowing remote attackers to cause a denial of service
CVE-2015-3276 - LOW -  openldap: incorrect multi-keyword mode cipherstring parsing
CVE-2010-0928 - LOW -  openssl: RSA authentication weakness
CVE-2019-20838 - LOW -  pcre: Buffer over-read in JIT when UTF is disabled and \X or \R has fixed quantifier greater than 1
CVE-2017-11164 - LOW -  pcre: OP_KETRMAX feature in the match function in pcre_exec.c
CVE-2017-16231 - LOW -  pcre: self-recursive call in match() in pcre_exec.c leads to denial of service
CVE-2017-7245 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2017-7246 - LOW -  pcre: stack-based buffer overflow write in pcre32_copy_substring
CVE-2011-4116 - LOW -  perl: File::Temp insecure temporary file handling
CVE-2004-0971 - LOW -  security flaw
CVE-2013-4235 - LOW -  shadow-utils: TOCTOU race conditions by copying and removing directory trees
CVE-2019-19882 - LOW -  shadow-utils: local users can obtain root access because setuid programs are misconfigured
CVE-2020-13529 - LOW -  systemd: DHCP FORCERENEW authentication not implemented can cause a system running the DHCP client to have its network reconfigured
CVE-2013-4392 - LOW -  systemd: TOCTOU race condition when updating file permissions and SELinux security contexts
CVE-2005-2541 - LOW -  tar: does not properly warn the user when extracting setuid or setgid files
CVE-2021-4217 - LOW -  unzip: Null pointer dereference in Unicode strings code
CVE-2022-0563 - LOW -  util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
CVE-2021-35043 - MEDIUM -  AntiSamy: XSS via HTML attributes
GHSA-673j-qm5f-xpv8 - MEDIUM -  Arbitrary File Write Vulnerability
CVE-2022-29577 - MEDIUM -  Cross-site Scripting in OWASP AntiSamy
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2013-2035 - MEDIUM -  HawtJNI: predictable temporary file name leading to local arbitrary code execution
CVE-2016-2402 - MEDIUM -  Improper Certificate Validation
CVE-2013-5960 - MEDIUM -  MAC Bypass in Symmetric Encryption
CVE-2020-13920 - MEDIUM -  activemq: improper authentication allows MITM attack
CVE-2018-11771 - MEDIUM -  apache-commons-compress: ZipArchiveInputStream.read() fails to identify correct EOF allowing for DoS via crafted zip
CVE-2020-13956 - MEDIUM -  apache-httpclient: incorrect handling of malformed authority component in request URIs
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2021-22947 - MEDIUM -  curl: Server responses received before STARTTLS processed after TLS handshake
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2020-10693 - MEDIUM -  hibernate-validator: Improper input validation in the interpolation of constraint error messages
CVE-2020-27218 - MEDIUM -  jetty: buffer not correctly recycled in Gzip Request inflation
CVE-2020-27223 - MEDIUM -  jetty: request containing multiple Accept headers with a large number of "quality" parameters may lead to DoS
CVE-2021-28169 - MEDIUM -  jetty: requests to the ConcatServlet and WelcomeFilter are able to access protected resources within the WEB-INF directory
CVE-2020-1725 - MEDIUM -  keycloak-gatekeeper: improper usage of parsed claims for authorization leads to improper resource access
CVE-2020-27826 - MEDIUM -  keycloak: Account REST API can update user metadata attributes
CVE-2020-10770 - MEDIUM -  keycloak: Default Client configuration is vulnerable to SSRF using "request_uri" parameter
CVE-2020-27838 - MEDIUM -  keycloak: Exploiting the client registration API
CVE-2020-10776 - MEDIUM -  keycloak: OIDC redirect_uri allows dangerous schemes resulting in potential XSS
CVE-2020-1698 - MEDIUM -  keycloak: Password leak by logged exception in HttpMethod class
CVE-2019-14820 - MEDIUM -  keycloak: adapter endpoints are exposed via arbitrary URLs
CVE-2020-1744 - MEDIUM -  keycloak: failedLogin Event not sent to BruteForceProtector when using Post Login Flow with Conditional-OTP
CVE-2020-1758 - MEDIUM -  keycloak: improper verification of certificate with host mismatch could result in information disclosure
CVE-2019-3875 - MEDIUM -  keycloak: missing signatures validation on CRL used to verify client certificates
CVE-2020-1724 - MEDIUM -  keycloak: problem with privacy after user logout
CVE-2020-14302 - MEDIUM -  keycloak: reusable "state" parameter at redirect_uri endpoint enables possibility of replay attacks
CVE-2020-1728 - MEDIUM -  keycloak: security headers missing on REST endpoints
CVE-2020-1697 - MEDIUM -  keycloak: stored XSS in client settings via application links
CVE-2021-27906 - MEDIUM -  pdfbox: OutOfMemory-Exception while loading a crafted PDF file
CVE-2021-31811 - MEDIUM -  pdfbox: OutOfMemory-Exception while loading a crafted PDF file
CVE-2021-27807 - MEDIUM -  pdfbox: infinite loop while loading a crafted PDF file
CVE-2021-31812 - MEDIUM -  pdfbox: infinite loop while loading a crafted PDF file
CVE-2021-22569 - MEDIUM -  protobuf-java: potential DoS in the parsing procedure for binary data
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2022-0529 - MEDIUM -  unzip: Heap out-of-bound writes and reads during conversion of wide string to local string
CVE-2022-0530 - MEDIUM -  unzip: SIGSEGV during the conversion of an utf-8 string to a local string
CVE-2021-31879 - MEDIUM -  wget: authorization header disclosure on redirect
GMS-2022-5 - UNKNOWN -  A potential Denial of Service issue in protobuf-java
GMS-2021-5 - UNKNOWN -  Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
GMS-2022-75 - UNKNOWN -  Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
