CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2020-8991 - LOW -  lvm2: memory leak in vg_lookup in daemons/lvmetad/lvmetad-core.c
CVE-2021-3601 - LOW -  openssl: Certificate with CA:FALSE is accepted as valid CA cert
CVE-2004-0971 - LOW -  security flaw
CVE-2017-13685 - LOW -  sqlite: Local DoS via dump_callback function
CVE-2021-4217 - LOW -  unzip: Null pointer dereference in Unicode strings code
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2022-22747 - MEDIUM -  Mozilla: Crash when handling empty pkcs7 sequence
CVE-2018-0495 - MEDIUM -  ROHNP: Key Extraction Side Channel in Multiple Crypto Libraries
CVE-2021-3468 - MEDIUM -  avahi: Local DoS by event-busy-loop from writing long lines to /run/avahi-daemon/socket
CVE-2021-3502 - MEDIUM -  avahi: reachable assertion in avahi_s_host_name_resolver_start when trying to resolve badly-formatted hostnames
CVE-2017-15422 - MEDIUM -  chromium-browser: integer overflow in icu
CVE-2021-4122 - MEDIUM -  cryptsetup: disable encryption via header rewrite
CVE-2017-18248 - MEDIUM -  cups: Invalid usernames handled in scheduler/ipp.c:add_job() allow remote attackers to cause a denial of service
CVE-2018-4181 - MEDIUM -  cups: Manipulation of cupsd.conf by a local attacker resulting in limited reads of arbitrary files as root
CVE-2018-4300 - MEDIUM -  cups: Session cookie generated by the CUPS web interface is easy to guess
CVE-2020-10001 - MEDIUM -  cups: access to uninitialized buffer in ipp.c
CVE-2016-8616 - MEDIUM -  curl: Case insensitive password comparison
CVE-2022-30115 - MEDIUM -  curl: HSTS bypass via trailing dot
CVE-2022-27779 - MEDIUM -  curl: cookie for trailing dot TLD
CVE-2022-27778 - MEDIUM -  curl: removes wrong file on error
CVE-2019-5094 - MEDIUM -  e2fsprogs: Crafted ext4 partition leads to out-of-bounds write
CVE-2015-9382 - MEDIUM -  freetype: mishandling ps_parser_skip_PS_token in an FT_New_Memory_Face operation in skip_comment, psaux/psobjs.c, leads to a buffer over-read
CVE-2017-11671 - MEDIUM -  gcc: GCC generates incorrect code for RDRAND/RDSEED intrinsics
CVE-2015-5276 - MEDIUM -  gcc: Predictable randomness from std::random_device
CVE-2021-3998 - MEDIUM -  glibc: Unexpected return value from realpath() could leak data based on the application
CVE-2017-12133 - MEDIUM -  glibc: Use-after-free read access in clntudp_call in sunrpc
CVE-2018-10846 - MEDIUM -  gnutls: "Just in Time" PRIME + PROBE cache-based side channel attack can lead to plaintext recovery
CVE-2018-10844 - MEDIUM -  gnutls: HMAC-SHA-256 vulnerable to Lucky thirteen attack due to not enough dummy function calls
CVE-2018-10845 - MEDIUM -  gnutls: HMAC-SHA-384 vulnerable to Lucky thirteen attack due to use of wrong constant
CVE-2017-11368 - MEDIUM -  krb5: Invalid S4U2Self or S4U2Proxy request causes assertion failure
CVE-2016-3120 - MEDIUM -  krb5: S4U2Self KDC crash when anon is restricted
CVE-2016-3119 - MEDIUM -  krb5: null pointer dereference in kadmin
CVE-2018-16435 - MEDIUM -  lcms2: Integer overflow in AllocateDataSet() in cmscgats.c leading to heap-based buffer overflow
CVE-2018-1152 - MEDIUM -  libjpeg-turbo: Divide by zero allows for denial of service via crafted BMP image
CVE-2020-12401 - MEDIUM -  nss: ECDSA timing attack mitigation bypass
CVE-2016-9074 - MEDIUM -  nss: Insufficient timing side-channel resistance in divSpoiler
CVE-2018-18508 - MEDIUM -  nss: NULL pointer dereference in several CMS functions resulting in a denial of service
CVE-2020-12400 - MEDIUM -  nss: P-384 and P-521 implementation uses a side-channel vulnerable modular inversion function
CVE-2016-9574 - MEDIUM -  nss: Remote DoS during session handshake when using SessionTicket extention and ECDHE-ECDSA
CVE-2020-6829 - MEDIUM -  nss: Side channel attack on ECDSA signature generation
CVE-2020-12402 - MEDIUM -  nss: Side channel vulnerabilities during RSA key generation
CVE-2020-12399 - MEDIUM -  nss: Timing attack on DSA signature generation
CVE-2017-9287 - MEDIUM -  openldap: Double free vulnerability in servers/slapd/back-mdb/search.c
CVE-2016-7056 - MEDIUM -  openssl: ECDSA P-256 timing attack key recovery
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2021-3997 - MEDIUM -  systemd: Uncontrolled recursion in systemd-tmpfiles when removing files
CVE-2017-6508 - MEDIUM -  wget: CRLF injection in the url_parse function in url.c
GMS-2021-5 - UNKNOWN -  Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
DLA-1833-2 - UNKNOWN -  bzip2 - regression update
DLA-1417-1 - UNKNOWN -  ca-certificates - security update
DLA-1606-1 - UNKNOWN -  gcc-4.9 - bugfix update
DSA-4117-1 - UNKNOWN -  gcc-4.9 - update
DLA-1730-2 - UNKNOWN -  libssh2 - regression update
DSA-3673-2 - UNKNOWN -  openssl - regression update
DSA-3793-2 - UNKNOWN -  shadow - regression update
DLA-1762-2 - UNKNOWN -  systemd - regression update
DLA-1625-1 - UNKNOWN -  tzdata - new upstream version
DLA-1744-1 - UNKNOWN -  tzdata - new upstream version
DLA-1957-1 - UNKNOWN -  tzdata - new upstream version
DLA-1563-1 - UNKNOWN -  tzdata - update
DLA-1846-2 - UNKNOWN -  unzip - regression update
