CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2019-3829 - HIGH -  gnutls: use-after-free/double-free in certificate verification
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2021-34798 - HIGH -  httpd: NULL pointer dereference via malformed requests
CVE-2022-22719 - HIGH -  httpd: mod_lua: Use of uninitialized value of in r:parsebody
CVE-2021-44224 - HIGH -  httpd: possible NULL dereference or SSRF in forward proxy configurations
CVE-2019-16413 - HIGH -  kernel:  i_size_read() infinite loop leads to denial of service
CVE-2022-1247 - HIGH -  kernel: A race condition bug in rose_connect()
CVE-2021-4157 - HIGH -  kernel: Buffer overwrite in decode_nfs_fh function
CVE-2019-10220 - HIGH -  kernel: CIFS: Relative paths injection in directory entry lists
CVE-2022-1011 - HIGH -  kernel: FUSE allows UAF reads of write() buffers, allowing theft of (partial) /etc/shadow hashes
CVE-2018-1000026 - HIGH -  kernel: Improper validation in bnx2x network card driver can allow for denial of service attacks via crafted packet
CVE-2020-12362 - HIGH -  kernel: Integer overflow in Intel(R) Graphics Drivers
CVE-2021-3506 - HIGH -  kernel: Out of bounds memory access bug in get_next_net_page() in fs/f2fs/node.c
CVE-2017-18249 - HIGH -  kernel: Race condition in fs/f2fs/node.c:add_free_nid() function allows local users to cause denial of service
CVE-2021-4202 - HIGH -  kernel: Race condition in nci_request() leads to use after free while the device is getting removed
CVE-2022-1012 - HIGH -  kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak
CVE-2022-1679 - HIGH -  kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges
CVE-2018-19824 - HIGH -  kernel: Use-after-free in sound/usb/card.c:usb_audio_probe()
CVE-2022-1419 - HIGH -  kernel: a concurrency use-after-free in vgem_gem_dumb_create
CVE-2022-28390 - HIGH -  kernel: a double free in ems_usb_start_xmit in drivers/net/can/usb/ems_usb.c
CVE-2022-28388 - HIGH -  kernel: a double free in usb_8dev_start_xmit in drivers/net/can/usb/usb_8dev.c
CVE-2019-19074 - HIGH -  kernel: a memory leak in the ath9k management function in allows local DoS
CVE-2022-1966 - HIGH -  kernel: a use-after-free write in the netfilter subsystem can lead to privilege escalation to root
CVE-2018-5848 - HIGH -  kernel: buffer overflow in drivers/net/wireless/ath/wil6210/wmi.c:wmi_set_ie() may lead to memory corruption
CVE-2020-12653 - HIGH -  kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv function in drivers/net/wireless/marvell/mwifiex/scan.c
CVE-2021-4197 - HIGH -  kernel: cgroup: Use open-time creds and namespace for migration perm checks
CVE-2021-3864 - HIGH -  kernel: descendant's dumpable setting with certain SUID binaries
CVE-2021-3600 - HIGH -  kernel: eBPF 32-bit source register truncation on div/mod
CVE-2020-12654 - HIGH -  kernel: heap-based buffer overflow in mwifiex_ret_wmm_get_status function in drivers/net/wireless/marvell/mwifiex/wmm.c
CVE-2020-13974 - HIGH -  kernel: integer overflow in k_ascii() in drivers/tty/vt/keyboard.c
CVE-2021-3847 - HIGH -  kernel: low-privileged user privileges escalation
CVE-2019-2024 - HIGH -  kernel: media: em28xx: Use-after-free in em28xx/em28xx-dvb.c when disconnecting
CVE-2020-14305 - HIGH -  kernel: memory corruption in Voice over IP nf_conntrack_h323 module
CVE-2020-25672 - HIGH -  kernel: memory leak in llcp_sock_connect()
CVE-2019-15916 - HIGH -  kernel: memory leak in register_queue_kobjects() in net/core/net-sysfs.c leads to denial of service
CVE-2019-8980 - HIGH -  kernel: memory leak in the kernel_read_file function in fs/exec.c allows to cause a denial of service
CVE-2021-3760 - HIGH -  kernel: nfc: Use-After-Free vulnerability of ndev->rf_conn_info object
CVE-2018-16884 - HIGH -  kernel: nfs: use-after-free in svc_process_common()
CVE-2019-15927 - HIGH -  kernel: out-of-bounds in function build_audio_procunit in sound/usb/mixer.c
CVE-2020-9383 - HIGH -  kernel: out-of-bounds read in set_fdc in drivers/block/floppy.c
CVE-2021-0512 - HIGH -  kernel: out-of-bounds write due to a heap buffer overflow in __hidinput_change_resolution_multipliers() of hid-input.c
CVE-2020-14351 - HIGH -  kernel: performance counters race condition use-after-free
CVE-2019-2182 - HIGH -  kernel: possible execution path in MMU code leads to local escalation of privilege
CVE-2022-0330 - HIGH -  kernel: possible privileges escalation due to missing TLB flush
CVE-2021-3752 - HIGH -  kernel: possible use-after-free in bluetooth module
CVE-2018-20836 - HIGH -  kernel: race condition in smp_task_timedout() and smp_task_done() in drivers/scsi/libsas/sas_expander.c leads to use-after-free
CVE-2022-1048 - HIGH -  kernel: race condition in snd_pcm_hw_free leading to use-after-free
CVE-2020-25670 - HIGH -  kernel: refcount leak in llcp_sock_bind()
CVE-2020-25671 - HIGH -  kernel: refcount leak in llcp_sock_connect()
CVE-2020-0030 - HIGH -  kernel: use after free due to a race condition in binder driver leads to local privilege escalation
CVE-2018-14625 - HIGH -  kernel: use-after-free Read in vhost_transport_send_pkt
CVE-2019-19768 - HIGH -  kernel: use-after-free in __blk_add_trace in kernel/trace/blktrace.c
CVE-2022-24958 - HIGH -  kernel: use-after-free in dev->buf release in drivers/usb/gadget/legacy/inode.c
CVE-2020-8648 - HIGH -  kernel: use-after-free in n_tty_receive_buf_common function in drivers/tty/n_tty.c
CVE-2021-3483 - HIGH -  kernel: use-after-free in nosy driver in nosy_ioctl() in drivers/firewire/nosy.c when a device is added twice
CVE-2019-25045 - HIGH -  kernel: use-after-free in the XFRM subsystem related to an xfrm_state_fini() panic
CVE-2021-39698 - HIGH -  kernel: use-after-free in the file polling implementation
CVE-2021-3640 - HIGH -  kernel: use-after-free vulnerability in function sco_sock_sendmsg()
CVE-2020-35519 - HIGH -  kernel: x25_bind out-of-bounds read
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2019-2201 - HIGH -  libjpeg-turbo: several integer overflows and subsequent segfaults when attempting to compress/decompress gigapixel images
CVE-2020-14152 - HIGH -  libjpeg: improper handling of max_memory_to_use setting can lead to excessive memory consumption
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-32610 - HIGH -  php-pear: Directory traversal vulnerability
CVE-2022-1552 - HIGH -  postgresql: Autovacuum, REINDEX, and others omit "security restricted operation" sandbox
CVE-2021-32027 - HIGH -  postgresql: Buffer overrun from integer overflow in array subscripting calculations
CVE-2020-25694 - HIGH -  postgresql: Reconnection can downgrade connection security settings
CVE-2019-10208 - HIGH -  postgresql: TYPE in pg_temp executes arbitrary SQL during SECURITY DEFINER execution
CVE-2020-14350 - HIGH -  postgresql: Uncontrolled search path element in CREATE EXTENSION
CVE-2020-25696 - HIGH -  postgresql: psql's \gset allows overwriting specially treated variables
CVE-2021-23214 - HIGH -  postgresql: server processes unencrypted bytes from man-in-the-middle
CVE-2018-8740 - HIGH -  sqlite: NULL pointer dereference with databases with schema corrupted with CREATE TABLE AS allows for denial of service
CVE-2019-9936 - HIGH -  sqlite: heap-based buffer over-read in function fts5HashEntrySort in sqlite3.c
CVE-2019-9937 - HIGH -  sqlite: null-pointer dereference in function fts5ChunkIterate in sqlite3.c
CVE-2017-9744 - LOW -  binutils: Address violation in sh_elf_set_mach_from_flags function when disassembling a corrupt SH binary
CVE-2017-9753 - LOW -  binutils: Address violation in versados_mkobject function when disassembling a corrupt versados binary
CVE-2017-9755 - LOW -  binutils: Global buffer over-read in opcodes/i386-dis.c while checking invalid registers
CVE-2017-9743 - LOW -  binutils: Global buffer over-read in print_insn_score32 function while disassembling corrupt score binary
CVE-2017-9745 - LOW -  binutils: Heap buffer over-read in _bfd_vms_slurp_etir function when handling VMS alpha binaries
CVE-2017-9752 - LOW -  binutils: Heap buffer over-read in f_bfd_vms_get_value function when processing a corrupt Alpha VMA binary
CVE-2018-19931 - LOW -  binutils: Heap-based buffer overflow in bfd_elf32_swap_phdr_in function resulting in a denial of service
CVE-2019-1010204 - LOW -  binutils: Improper Input Validation, Signed/Unsigned Comparison, Out-of-bounds Read in gold/fileread.cc and elfcpp/elfcpp_file.h leads to denial of service
CVE-2018-19932 - LOW -  binutils: Integer overflow due to the IS_CONTAINED_BY_LMA macro resulting in a denial of service
CVE-2020-35507 - LOW -  binutils: NULL pointer dereference in bfd_pef_parse_function_stubs function in bfd/pef.c
CVE-2020-35495 - LOW -  binutils: NULL pointer dereference in bfd_pef_parse_symbols function in bfd/pef.c
CVE-2020-35496 - LOW -  binutils: NULL pointer dereference in bfd_pef_scan_start_address function in bfd/pef.c
CVE-2017-9751 - LOW -  binutils: Stack-based buffer over-read in opcodes/rl78-decode.opc when disassembling a corrupt RL78 binary
CVE-2017-9754 - LOW -  binutils: Stack-based buffer over-read in process_otr function
CVE-2019-9073 - LOW -  binutils: excessive memory allocation in function _bfd_elf_slurp_version_tables in elf.c
CVE-2021-3549 - LOW -  binutils: heap-based buffer overflow in avr_elf32_load_records_from_section() via large section parameter
CVE-2020-35493 - LOW -  binutils: heap-based buffer overflow in bfd_pef_parse_function_stubs function in bfd/pef.c via crafted PEF file
CVE-2019-9075 - LOW -  binutils: heap-based buffer overflow in function _bfd_archive_64_bit_slurp_armap in archive64.c
CVE-2019-9077 - LOW -  binutils: heap-based buffer overflow in function process_mips_specific in readelf.c
CVE-2019-9074 - LOW -  binutils: out-of-bound read in function bfd_getl32 in libbfd.c
CVE-2021-3530 - LOW -  binutils: stack memory exhaustion in demangle_path() in rust-demangle.c
CVE-2020-35494 - LOW -  binutils: usage of unitialized heap in tic4x_print_cond function in opcodes/tic4x-dis.c
CVE-2012-0039 - LOW -  glib2: hash table collisions CPU usage DoS
CVE-2003-1581 - LOW -  httpd: Injection of arbitrary text into log files when DNS resolution is enabled
CVE-2019-12379 - LOW -  kernel:  memory leak in con_insert_unipair in drivers/tty/vt/consolemap.c
CVE-2019-19054 - LOW -  kernel: A memory leak in the cx23888_ir_probe() function in drivers/media/pci/cx23885/cx23888-ir.c allows attackers to cause a DoS
CVE-2019-19064 - LOW -  kernel: A memory leak in the fsl_lpspi_probe() function in drivers/spi/spi-fsl-lpspi.c allows for a DoS
CVE-2019-19070 - LOW -  kernel: A memory leak in the spi_gpio_probe() function in drivers/spi/spi-gpio.c allows for a DoS
CVE-2017-13694 - LOW -  kernel: ACPI node and node_ext cache leak
CVE-2017-13693 - LOW -  kernel: ACPI operand cache leak in dsutils.c
CVE-2017-13695 - LOW -  kernel: ACPI operand cache leak in nseval.c
CVE-2019-19046 - LOW -  kernel: Denial Of Service in the __ipmi_bmc_register() function in drivers/char/ipmi/ipmi_msghandler.c
CVE-2014-9900 - LOW -  kernel: Info leak in uninitialized structure ethtool_wolinfo in ethtool_get_wol()
CVE-2018-17977 - LOW -  kernel: Mishandled interactions among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets resulting in a denial of service
CVE-2018-8043 - LOW -  kernel: NULL pointer dereference in drivers/net/phy/mdio-bcm-unimac.c:unimac_mdio_probe() can lead to denial of service
CVE-2022-1734 - LOW -  kernel: Use-After-Free in NFC driver in nfcmrvl_nci_unregister_dev when simulating NFC device from user-space
CVE-2018-9465 - LOW -  kernel: Use-after-free in drivers/android/binder.c
CVE-2021-21781 - LOW -  kernel: arm: SIGPAGE information disclosure vulnerability
CVE-2020-35501 - LOW -  kernel: audit not logging access to syscall open_by_handle_at for users with CAP_DAC_READ_SEARCH capability
CVE-2012-4542 - LOW -  kernel: block: default SCSI command filter does not accomodate commands overlap across device classes
CVE-2019-12456 - LOW -  kernel: double fetch in the MPT3COMMAND case in _ctl_ioctl_main in drivers/scsi/mpt3sas/mpt3sas_ctl.c
CVE-2020-12656 - LOW -  kernel: gss_mech_free in net/sunrpc/auth_gss/gss_mech_switch.c in the rpcsec_gss_krb5 implementation lacks certain domain_release calls, leading to a memory leak.
CVE-2019-10142 - LOW -  kernel: integer overflow in ioctl handling of fsl hypervisor
CVE-2010-4563 - LOW -  kernel: ipv6: sniffer detection
CVE-2019-9455 - LOW -  kernel: kernel pointer leak due to WARN_ON statement in video driver leads to local information disclosure
CVE-2019-12380 - LOW -  kernel: memory allocation failure in the efi subsystem leads to denial of service
CVE-2019-18808 - LOW -  kernel: memory leak in ccp_run_sha_cmd() function in drivers/crypto/ccp/ccp-ops.c
CVE-2018-20669 - LOW -  kernel: missing access_ok() checks in i915_gem_execbuffer2_ioctl() results in priviledge escalation
CVE-2021-3655 - LOW -  kernel: missing size validations on inbound SCTP packets
CVE-2008-2544 - LOW -  kernel: mounting proc readonly on a different mount point silently mounts it rw if the /proc mount is rw
CVE-2019-16230 - LOW -  kernel: null pointer dereference in drivers/gpu/drm/radeon/radeon_display.c
CVE-2019-16234 - LOW -  kernel: null pointer dereference in drivers/net/wireless/intel/iwlwifi/pcie/trans.c
CVE-2019-16233 - LOW -  kernel: null pointer dereference in drivers/scsi/qla2xxx/qla_os.c
CVE-2019-12615 - LOW -  kernel: null pointer dereference in get_vdev_port_node_info in arch /sparc/kernel/mdesc.c
CVE-2019-12455 - LOW -  kernel: null pointer dereference in sunxi_divs_clk_setup in drivers/clk/sunxi/clk-sunxi.c causing denial of service
CVE-2019-16232 - LOW -  kernel: null-pointer dereference in drivers/net/wireless/marvell/libertas/if_sdio.c
CVE-2022-1516 - LOW -  kernel: null-ptr-deref caused by x25_disconnect
CVE-2021-32078 - LOW -  kernel: out-of-bounds read in arch/arm/mach-footbridge/personal-pci.c due to improper input validation
CVE-2020-0432 - LOW -  kernel: possible out of bounds write in skb_to_mamac of networking.c
CVE-2007-3719 - LOW -  kernel: secretly Monopolizing the CPU Without Superuser Privileges
CVE-2019-12378 - LOW -  kernel: unchecked kmalloc of new_ra in ip6_ra_control leads to denial of service
CVE-2019-12381 - LOW -  kernel: unchecked kmalloc of new_ra in ip_ra_control leads to denial of service
CVE-2021-0929 - LOW -  kernel: use-after-free in ion_dma_buf_end_cpu_access and related functions in ion.c
CVE-2010-5321 - LOW -  kernel: v4l: videobuf: hotfix a bug on multiple calls to mmap()
CVE-2017-11462 - LOW -  krb5: Automatic sec context deletion could lead to double-free
CVE-2017-15088 - LOW -  krb5: Buffer overflow in get_matching_data()
CVE-2021-4214 - LOW -  libpng: hardcoded value leads to heap-overflow
CVE-2021-3601 - LOW -  openssl: Certificate with CA:FALSE is accepted as valid CA cert
CVE-2021-45261 - LOW -  patch: Invalid Pointer via another_hunk function
CVE-2016-10713 - LOW -  patch: Out-of-bounds access in pch_write_line function in pch.c
CVE-2010-4651 - LOW -  patch: directory traversal flaw allows for arbitrary file creation
CVE-2004-0971 - LOW -  security flaw
CVE-2017-13685 - LOW -  sqlite: Local DoS via dump_callback function
CVE-2021-4217 - LOW -  unzip: Null pointer dereference in Unicode strings code
CVE-2021-37600 - LOW -  util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c
CVE-2021-28712 - MEDIUM -  CVE-2021-28711 CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2021-28713 - MEDIUM -  CVE-2021-28711 CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2021-28711 - MEDIUM -  CVE-2021-28712 CVE-2021-28713 xen: rogue backends can cause DoS of guests via high frequency events
CVE-2021-4209 - MEDIUM -  GnuTLS: Null pointer dereference in MD_UPDATE
CVE-2020-10711 - MEDIUM -  Kernel: NetLabel: null pointer dereference while receiving CIPSO packet with null category may cause kernel panic
CVE-2020-2732 - MEDIUM -  Kernel: kvm: nVMX: L2 guest may trick the L0 hypervisor to access sensitive L1 resources
CVE-2020-12888 - MEDIUM -  Kernel: vfio: access to disabled MMIO space of some devices may lead to DoS scenario
CVE-2013-5958 - MEDIUM -  Possible DOS attack with long user-submitted passwords
CVE-2017-14974 - MEDIUM -  binutils: NULL pointer dereference in the *_get_synthetic_symtab functions
CVE-2017-12967 - MEDIUM -  binutils: Stack-based buffer over-read in getsym function in tekhex.c
CVE-2017-9954 - MEDIUM -  binutils: stack-based buffer over-read in getvalue function
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2019-5094 - MEDIUM -  e2fsprogs: Crafted ext4 partition leads to out-of-bounds write
CVE-2019-8905 - MEDIUM -  file: stack-based buffer over-read in do_core_note in readelf.c
CVE-2022-23960 - MEDIUM -  hw: cpu: arm64: Spectre-BHB
CVE-2022-0002 - MEDIUM -  hw: cpu: intel: Intra-Mode BTI
CVE-2022-1652 - MEDIUM -  kernel: A concurrency use-after-free in bad_flp_intr
CVE-2019-19066 - MEDIUM -  kernel: A memory leak in the bfad_im_get_stats() function in drivers/scsi/bfa/bfad_attr.c allows for a DoS
CVE-2019-19056 - MEDIUM -  kernel: A memory leak in the mwifiex_pcie_alloc_cmdrsp_buf() function in drivers/net/wireless/marvell/mwifiex/pcie.c allows to cause DoS
CVE-2019-19068 - MEDIUM -  kernel: A memory leak in the rtl8xxxu_submit_int_urb() function in drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_core.c allows for a DoS
CVE-2022-1195 - MEDIUM -  kernel: A possible race condition (use-after-free) in drivers/net/hamradio/6pack ( mkiss.c) after unregister_netdev
CVE-2022-0644 - MEDIUM -  kernel: Assertion failure can happen if users trigger kernel_read_file_from_fd()
CVE-2021-34556 - MEDIUM -  kernel: BPF program can obtain sensitive information from kernel memory via a speculative store bypass side-channel attack because of the possibility of uninitialized memory locations on the BPF stack
CVE-2021-35477 - MEDIUM -  kernel: BPF program can obtain sensitive information from kernel memory via a speculative store bypass side-channel attack because the technique used by the BPF verifier to manage speculation is unreliable
CVE-2020-10769 - MEDIUM -  kernel: Buffer over-read in crypto_authenc_extractkeys() when a payload longer than 4 bytes is not aligned.
CVE-2021-28972 - MEDIUM -  kernel: Buffer overflow in hotplug/rpadlpar_sysfs.c
CVE-2022-1836 - MEDIUM -  kernel: Concurrency use-after-free in floppy's raw_cmd
CVE-2021-29264 - MEDIUM -  kernel: DoS due to negative fragment size calculation in drivers/net/ethernet/freescale/gianfar.c
CVE-2019-3459 - MEDIUM -  kernel: Heap address information leak while using L2CAP_GET_CONF_OPT
CVE-2019-3460 - MEDIUM -  kernel: Heap address information leak while using L2CAP_PARSE_CONF_RSP
CVE-2021-0129 - MEDIUM -  kernel: Improper access control in BlueZ may allow information disclosure vulnerability.
CVE-2020-12363 - MEDIUM -  kernel: Improper input validation in some Intel(R) Graphics Drivers
CVE-2021-33098 - MEDIUM -  kernel: Improper input validation in the Intel(R) Ethernet ixgbe driver may allow an authenticated user to potentially enable DoS via local access
CVE-2021-0605 - MEDIUM -  kernel: In pfkey_dump() dplen and splen can both be specified to access the xfrm_address_t structure out of bounds
CVE-2020-10768 - MEDIUM -  kernel: Indirect branch speculation can be enabled after it was force-disabled by the PR_SPEC_FORCE_DISABLE prctl command.
CVE-2018-7754 - MEDIUM -  kernel: Information Exposure in aoedisk_debugfs_show function in drivers/block/aoe/aoeblk.c
CVE-2018-5995 - MEDIUM -  kernel: Information Exposure through dmesg data from a "pages/cpu" printk call
CVE-2018-5953 - MEDIUM -  kernel: Information Exposure through dmesg data from a "software IO TLB" printk call
CVE-2018-18710 - MEDIUM -  kernel: Information leak in cdrom_ioctl_select_disc in drivers/cdrom/cdrom.c
CVE-2020-8694 - MEDIUM -  kernel: Insufficient access control vulnerability in PowerCap Framework
CVE-2018-12896 - MEDIUM -  kernel: Integer overflow in kernel/time/posix-timers.c
CVE-2018-14612 - MEDIUM -  kernel: Invalid pointer dereference in btrfs_root_node() when mounting a crafted btrfs image
CVE-2022-0171 - MEDIUM -  kernel: KVM: cache incoherence issue in SEV API may lead to kernel crash
CVE-2019-19073 - MEDIUM -  kernel: Memory leaks in drivers/net/wireless/ath/ath9k/htc_hst.c in the Linux kernel (DOS)
CVE-2017-18232 - MEDIUM -  kernel: Mishandling mutex within libsas allowing local Denial of Service
CVE-2022-0812 - MEDIUM -  kernel: NFS over RDMA random memory leakage
CVE-2019-19965 - MEDIUM -  kernel: NULL pointer dereference in drivers/scsi/libsas/sas_discover.c because of mishandling of port disconnection during discovery
CVE-2021-3659 - MEDIUM -  kernel: NULL pointer dereference in llsec_key_alloc() in net/mac802154/llsec.c
CVE-2019-19462 - MEDIUM -  kernel: NULL pointer dereference in relay_open in kernel/relay.c
CVE-2020-15437 - MEDIUM -  kernel: NULL pointer dereference in serial8250_isa_init_ports function in drivers/tty/serial/8250/8250_core.c
CVE-2022-1199 - MEDIUM -  kernel: Null pointer dereference and use after free in ax25_release()
CVE-2022-1205 - MEDIUM -  kernel: Null pointer dereference and use after free in net/ax25/ax25_timer.c
CVE-2019-20054 - MEDIUM -  kernel: Null pointer dereference in drop_sysctl_table() in fs/proc/proc_sysctl.c
CVE-2020-12364 - MEDIUM -  kernel: Null pointer dereference in some Intel(R) Graphics Drivers
CVE-2022-0617 - MEDIUM -  kernel: Null pointer dereference in udf_expand_file_adinicbdue() during writeback
CVE-2018-14614 - MEDIUM -  kernel: Out-of-bounds access in fs/f2fs/segment.c:__remove_dirty_segment() when mounting a crafted f2fs image
CVE-2021-3714 - MEDIUM -  kernel: Remote Page Deduplication Attacks
CVE-2019-3874 - MEDIUM -  kernel: SCTP socket buffer memory leak leading to denial of service
CVE-2020-10751 - MEDIUM -  kernel: SELinux netlink permission check bypass
CVE-2021-28971 - MEDIUM -  kernel: System crash in intel_pmu_drain_pebs_nhm in arch/x86/events/intel/ds.c
CVE-2018-17972 - MEDIUM -  kernel: Unprivileged users able to inspect kernel stacks of arbitrary tasks
CVE-2022-1204 - MEDIUM -  kernel: Use after free in net/ax25/af_ax25.c
CVE-2018-14611 - MEDIUM -  kernel: Use-after-free in try_merge_free_space() when mounting crafted btrfs image
CVE-2021-3753 - MEDIUM -  kernel: a race out-of-bound read in vt
CVE-2021-4159 - MEDIUM -  kernel: another kernel ptr leak vulnerability via BPF in coerce_reg_to_size
CVE-2020-0404 - MEDIUM -  kernel: avoid cyclic entity chains due to malformed USB descriptors
CVE-2019-15902 - MEDIUM -  kernel: backporting error in ptrace_get_debugreg()
CVE-2020-14314 - MEDIUM -  kernel: buffer uses out of index in ext3/4 filesystem
CVE-2018-16862 - MEDIUM -  kernel: cleancache: Infoleak of deleted files after reuse of old inodes
CVE-2020-12771 - MEDIUM -  kernel: deadlock if a coalescing operation fails in btree_gc_coalesce function in drivers/md/bcache/btree.c
CVE-2019-3882 - MEDIUM -  kernel: denial of service vector through vfio DMA mappings
CVE-2018-1108 - MEDIUM -  kernel: drivers: getrandom(2) unblocks too early after system boot
CVE-2020-14304 - MEDIUM -  kernel: ethtool when reading eeprom of device could lead to memory leak
CVE-2018-18690 - MEDIUM -  kernel: filesystem corruption due to an unchecked error condition during an xfs attribute change
CVE-2020-35508 - MEDIUM -  kernel: fork: fix copy_process(CLONE_PARENT) race with the exiting ->real_parent
CVE-2020-25284 - MEDIUM -  kernel: incomplete permission checking for access to rbd devices
CVE-2019-3819 - MEDIUM -  kernel: infinite loop in drivers/hid/hid-debug.c:hid_debug_events_read()
CVE-2022-0850 - MEDIUM -  kernel: information leak in copy_page_to_iter() in iov_iter.c
CVE-2021-33061 - MEDIUM -  kernel: insufficient control flow management for the Intel(R) 82599 Ethernet Controllers and Adapters may lead to DoS
CVE-2021-3428 - MEDIUM -  kernel: integer overflow in ext4_es_cache_extent
CVE-2020-8649 - MEDIUM -  kernel: invalid read location in vgacon_invert_region function in drivers/video/console/vgacon.c
CVE-2019-9444 - MEDIUM -  kernel: kernel pointer leak in sync debug fs driver leads to local information disclosure
CVE-2018-19407 - MEDIUM -  kernel: kvm: NULL pointer dereference in vcpu_scan_ioapic in arch/x86/kvm/x86.c
CVE-2018-9517 - MEDIUM -  kernel: l2tp: Race condition between pppol2tp_session_create() and l2tp_eth_create()
CVE-2022-0480 - MEDIUM -  kernel: memcg does not limit the number of POSIX file locks allowing memory exhaustion
CVE-2019-18809 - MEDIUM -  kernel: memory leak in  af9005_identify_state() function in drivers/media/usb/dvb-usb/af9005.c
CVE-2020-15393 - MEDIUM -  kernel: memory leak in usbtest_disconnect function in drivers/usb/misc/usbtest.c
CVE-2021-43976 - MEDIUM -  kernel: mwifiex_usb_recv() in drivers/net/wireless/marvell/mwifiex/usb.c allows an attacker to cause DoS via crafted USB device
CVE-2019-20811 - MEDIUM -  kernel: net-sysfs: *_queue_add_kobject refcount issue
CVE-2020-25673 - MEDIUM -  kernel: non-blocking socket in llcp_sock_connect()
CVE-2019-15924 - MEDIUM -  kernel: null pointer dereference in drivers/net/ethernet/intel/fm10k/fm10k_main.c
