CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-4122 - MEDIUM -  cryptsetup: disable encryption via header rewrite
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-30115 - MEDIUM -  curl: HSTS bypass via trailing dot
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27779 - MEDIUM -  curl: cookie for trailing dot TLD
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2022-27780 - MEDIUM -  curl: percent-encoded path separator in URL host
CVE-2022-27778 - MEDIUM -  curl: removes wrong file on error
CVE-2019-5094 - MEDIUM -  e2fsprogs: Crafted ext4 partition leads to out-of-bounds write
CVE-2015-9382 - MEDIUM -  freetype: mishandling ps_parser_skip_PS_token in an FT_New_Memory_Face operation in skip_comment, psaux/psobjs.c, leads to a buffer over-read
CVE-2017-11671 - MEDIUM -  gcc: GCC generates incorrect code for RDRAND/RDSEED intrinsics
CVE-2015-5276 - MEDIUM -  gcc: Predictable randomness from std::random_device
CVE-2021-3998 - MEDIUM -  glibc: Unexpected return value from realpath() could leak data based on the application
CVE-2017-12133 - MEDIUM -  glibc: Use-after-free read access in clntudp_call in sunrpc
CVE-2018-10846 - MEDIUM -  gnutls: "Just in Time" PRIME + PROBE cache-based side channel attack can lead to plaintext recovery
CVE-2018-10844 - MEDIUM -  gnutls: HMAC-SHA-256 vulnerable to Lucky thirteen attack due to not enough dummy function calls
CVE-2018-10845 - MEDIUM -  gnutls: HMAC-SHA-384 vulnerable to Lucky thirteen attack due to use of wrong constant
CVE-2017-11368 - MEDIUM -  krb5: Invalid S4U2Self or S4U2Proxy request causes assertion failure
CVE-2016-3120 - MEDIUM -  krb5: S4U2Self KDC crash when anon is restricted
CVE-2016-3119 - MEDIUM -  krb5: null pointer dereference in kadmin
CVE-2018-16435 - MEDIUM -  lcms2: Integer overflow in AllocateDataSet() in cmscgats.c leading to heap-based buffer overflow
CVE-2018-1152 - MEDIUM -  libjpeg-turbo: Divide by zero allows for denial of service via crafted BMP image
CVE-2015-7313 - MEDIUM -  libtiff: OOM when parsing crafted tiff files
CVE-2022-1354 - MEDIUM -  libtiff: heap-buffer-overflow in TIFFReadRawDataStriped() in tiffinfo.c
CVE-2022-1622 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1623 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1355 - MEDIUM -  libtiff: stack-buffer-overflow in tiffcp.c in main()
CVE-2017-0393 - MEDIUM -  libvpx: Denial of service in mediaserver
CVE-2019-9433 - MEDIUM -  libvpx: Use-after-free in vp8_deblock() in vp8/common/postproc.c
CVE-2017-5969 - MEDIUM -  libxml2: Null pointer dereference in xmlSaveDoc implementation
CVE-2022-29824 - MEDIUM -  libxml2: integer overflows in xmlBuf and xmlBuffer lead to out-of-bounds write
CVE-2021-22959 - MEDIUM -  llhttp: HTTP Request Smuggling due to spaces in headers
CVE-2021-22960 - MEDIUM -  llhttp: HTTP Request Smuggling when parsing the body of chunked requests
CVE-2021-44532 - MEDIUM -  nodejs: Certificate Verification Bypass via String Injection
CVE-2021-44533 - MEDIUM -  nodejs: Incorrect handling of certificate subject and issuer fields
CVE-2018-19787 - MEDIUM -  python-lxml: XSS in lxml.html.clean module in lxml/html/clean.py
CVE-2020-35655 - MEDIUM -  python-pillow: Buffer over-read in SGI RLE image reader
CVE-2022-22816 - MEDIUM -  python-pillow: buffer over-read during initialization of ImagePath.Path in path_getbbox() in path.c
CVE-2022-22815 - MEDIUM -  python-pillow: improperly initializes ImagePath.Path in path_getbbox() in path.c
CVE-2021-4189 - MEDIUM -  python: ftplib should not use the host from the PASV response
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2021-3997 - MEDIUM -  systemd: Uncontrolled recursion in systemd-tmpfiles when removing files
CVE-2021-3995 - MEDIUM -  util-linux: Unauthorized unmount of FUSE filesystems belonging to users with similar uid
CVE-2021-3996 - MEDIUM -  util-linux: Unauthorized unmount of filesystems in libmount
DLA-1833-2 - UNKNOWN -  bzip2 - regression update
DLA-1417-1 - UNKNOWN -  ca-certificates - security update
DLA-1606-1 - UNKNOWN -  gcc-4.9 - bugfix update
DSA-4117-1 - UNKNOWN -  gcc-4.9 - update
DLA-1777-2 - UNKNOWN -  jquery - regression update
DLA-1730-2 - UNKNOWN -  libssh2 - regression update
DLA-1604-1 - UNKNOWN -  lxml - security update
DLA-1642-1 - UNKNOWN -  postgresql-9.4 - new upstream version
DLA-1784-1 - UNKNOWN -  postgresql-9.4 - new upstream version
DLA-1762-2 - UNKNOWN -  systemd - regression update
DLA-1625-1 - UNKNOWN -  tzdata - new upstream version
DLA-1744-1 - UNKNOWN -  tzdata - new upstream version
DLA-1957-1 - UNKNOWN -  tzdata - new upstream version
DLA-1563-1 - UNKNOWN -  tzdata - update
