CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-3468 - MEDIUM -  avahi: Local DoS by event-busy-loop from writing long lines to /run/avahi-daemon/socket
CVE-2021-3502 - MEDIUM -  avahi: reachable assertion in avahi_s_host_name_resolver_start when trying to resolve badly-formatted hostnames
CVE-2017-15422 - MEDIUM -  chromium-browser: integer overflow in icu
CVE-2021-4122 - MEDIUM -  cryptsetup: disable encryption via header rewrite
CVE-2017-18248 - MEDIUM -  cups: Invalid usernames handled in scheduler/ipp.c:add_job() allow remote attackers to cause a denial of service
CVE-2018-4181 - MEDIUM -  cups: Manipulation of cupsd.conf by a local attacker resulting in limited reads of arbitrary files as root
CVE-2018-4300 - MEDIUM -  cups: Session cookie generated by the CUPS web interface is easy to guess
CVE-2020-10001 - MEDIUM -  cups: access to uninitialized buffer in ipp.c
CVE-2022-27781 - MEDIUM -  curl: CERTINFO never-ending busy-loop
CVE-2022-30115 - MEDIUM -  curl: HSTS bypass via trailing dot
CVE-2022-22576 - MEDIUM -  curl: OAUTH2 bearer bypass in connection re-use
CVE-2022-27782 - MEDIUM -  curl: TLS and SSH connection too eager reuse
CVE-2022-27776 - MEDIUM -  curl: auth/cookie leak on redirect
CVE-2022-27779 - MEDIUM -  curl: cookie for trailing dot TLD
CVE-2022-27774 - MEDIUM -  curl: credential leak on redirect
CVE-2022-27780 - MEDIUM -  curl: percent-encoded path separator in URL host
CVE-2022-27778 - MEDIUM -  curl: removes wrong file on error
CVE-2019-5094 - MEDIUM -  e2fsprogs: Crafted ext4 partition leads to out-of-bounds write
CVE-2021-0561 - MEDIUM -  flac: out of bound write in append_to_verify_fifo_interleaved_ of stream_encoder.c
CVE-2020-0499 - MEDIUM -  flac: out-of-bounds read can lead to denial of service
CVE-2015-9382 - MEDIUM -  freetype: mishandling ps_parser_skip_PS_token in an FT_New_Memory_Face operation in skip_comment, psaux/psobjs.c, leads to a buffer over-read
CVE-2017-11671 - MEDIUM -  gcc: GCC generates incorrect code for RDRAND/RDSEED intrinsics
CVE-2015-5276 - MEDIUM -  gcc: Predictable randomness from std::random_device
CVE-2017-6314 - MEDIUM -  gdk-pixbuf: Infinite loop in io-tiff.c
CVE-2019-15133 - MEDIUM -  giflib: divide-by-zero exception in the decoder function DGifSlurp in dgif_lib.c
CVE-2016-3977 - MEDIUM -  giflib: heap buffer overflow in gif2rgb
CVE-2021-3998 - MEDIUM -  glibc: Unexpected return value from realpath() could leak data based on the application
CVE-2017-12133 - MEDIUM -  glibc: Use-after-free read access in clntudp_call in sunrpc
CVE-2018-10846 - MEDIUM -  gnutls: "Just in Time" PRIME + PROBE cache-based side channel attack can lead to plaintext recovery
CVE-2018-10844 - MEDIUM -  gnutls: HMAC-SHA-256 vulnerable to Lucky thirteen attack due to not enough dummy function calls
CVE-2018-10845 - MEDIUM -  gnutls: HMAC-SHA-384 vulnerable to Lucky thirteen attack due to use of wrong constant
CVE-2021-3443 - MEDIUM -  jasper: NULL pointer dereference in jp2_decode() in jp2_dec.c
CVE-2021-3467 - MEDIUM -  jasper: NULL pointer dereference in jp2_decode() in jp2_dec.c
CVE-2015-5203 - MEDIUM -  jasper: integer overflow in jas_image_cmpt_create()
CVE-2016-9591 - MEDIUM -  jasper: use-after-free / double-free in JPC encoder
CVE-2015-5221 - MEDIUM -  jasper: use-after-free and double-free flaws in mif_process_cmpt()
CVE-2017-11368 - MEDIUM -  krb5: Invalid S4U2Self or S4U2Proxy request causes assertion failure
CVE-2016-3120 - MEDIUM -  krb5: S4U2Self KDC crash when anon is restricted
CVE-2016-3119 - MEDIUM -  krb5: null pointer dereference in kadmin
CVE-2018-16435 - MEDIUM -  lcms2: Integer overflow in AllocateDataSet() in cmscgats.c leading to heap-based buffer overflow
CVE-2018-1152 - MEDIUM -  libjpeg-turbo: Divide by zero allows for denial of service via crafted BMP image
CVE-2017-7586 - MEDIUM -  libsndfile: Error in header_read() causing stack-based buffer overflow
CVE-2017-7585 - MEDIUM -  libsndfile: Stack-based buffer overflow in flac_buffer_copy()
CVE-2017-16942 - MEDIUM -  libsndfile: divide-by-zero error in wav_w64_read_fmt_chunk()
CVE-2017-7594 - MEDIUM -  libtiff: Memory leak in OJPEGReadHeaderInfoSecTablesDcTable function
CVE-2017-9404 - MEDIUM -  libtiff: Memory leak in OJPEGReadHeaderInfoSecTablesQTable
CVE-2017-9403 - MEDIUM -  libtiff: Memory leak in TIFFReadDirEntryLong8Array
CVE-2017-9815 - MEDIUM -  libtiff: Memory leak in the TIFFReadDirEntryLong8Array function
CVE-2015-7313 - MEDIUM -  libtiff: OOM when parsing crafted tiff files
CVE-2022-1354 - MEDIUM -  libtiff: heap-buffer-overflow in TIFFReadRawDataStriped() in tiffinfo.c
CVE-2022-1622 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1623 - MEDIUM -  libtiff: out-of-bounds read in LZWDecode
CVE-2022-1355 - MEDIUM -  libtiff: stack-buffer-overflow in tiffcp.c in main()
CVE-2017-7593 - MEDIUM -  libtiff: tif_rawdata not properly initialized in tif_read.c
CVE-2017-14633 - MEDIUM -  libvorbis: Out-of-bounds array read in the function mapping0_forward()
CVE-2017-5969 - MEDIUM -  libxml2: Null pointer dereference in xmlSaveDoc implementation
CVE-2022-29824 - MEDIUM -  libxml2: integer overflows in xmlBuf and xmlBuffer lead to out-of-bounds write
CVE-2019-3902 - MEDIUM -  mercurial: Path-checking logic bypass via symlinks and subrepositories
CVE-2020-12401 - MEDIUM -  nss: ECDSA timing attack mitigation bypass
CVE-2016-9074 - MEDIUM -  nss: Insufficient timing side-channel resistance in divSpoiler
CVE-2018-18508 - MEDIUM -  nss: NULL pointer dereference in several CMS functions resulting in a denial of service
CVE-2020-12400 - MEDIUM -  nss: P-384 and P-521 implementation uses a side-channel vulnerable modular inversion function
CVE-2020-6829 - MEDIUM -  nss: Side channel attack on ECDSA signature generation
CVE-2020-12402 - MEDIUM -  nss: Side channel vulnerabilities during RSA key generation
CVE-2020-12399 - MEDIUM -  nss: Timing attack on DSA signature generation
CVE-2017-9287 - MEDIUM -  openldap: Double free vulnerability in servers/slapd/back-mdb/search.c
CVE-2021-4189 - MEDIUM -  python: ftplib should not use the host from the PASV response
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2021-28544 - MEDIUM -  subversion: SVN authz protected copyfrom paths regression
CVE-2018-11782 - MEDIUM -  subversion: remotely triggerable DoS vulnerability in svnserve 'get-deleted-rev'
CVE-2021-3997 - MEDIUM -  systemd: Uncontrolled recursion in systemd-tmpfiles when removing files
CVE-2021-3995 - MEDIUM -  util-linux: Unauthorized unmount of FUSE filesystems belonging to users with similar uid
CVE-2021-3996 - MEDIUM -  util-linux: Unauthorized unmount of filesystems in libmount
CVE-2017-6508 - MEDIUM -  wget: CRLF injection in the url_parse function in url.c
DLA-1833-2 - UNKNOWN -  bzip2 - regression update
DLA-1417-1 - UNKNOWN -  ca-certificates - security update
DLA-1606-1 - UNKNOWN -  gcc-4.9 - bugfix update
DSA-4117-1 - UNKNOWN -  gcc-4.9 - update
DLA-2043-2 - UNKNOWN -  gdk-pixbuf - regression update
DLA-1628-2 - UNKNOWN -  jasper - regression update
DLA-1730-2 - UNKNOWN -  libssh2 - regression update
DLA-1500-2 - UNKNOWN -  openssh - regression update
DSA-3793-2 - UNKNOWN -  shadow - regression update
DLA-1762-2 - UNKNOWN -  systemd - regression update
DLA-1625-1 - UNKNOWN -  tzdata - new upstream version
DLA-1744-1 - UNKNOWN -  tzdata - new upstream version
DLA-1957-1 - UNKNOWN -  tzdata - new upstream version
DLA-1563-1 - UNKNOWN -  tzdata - update
DLA-1846-2 - UNKNOWN -  unzip - regression update
