CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-19048 - HIGH -  kernel: dos in crypto_reportstat() function in drivers/virt/vboxguest/vboxguest_utils.c
CVE-2019-19052 - HIGH -  kernel: dos in gs_can_open() function in drivers/net/can/usb/gs_usb.c
CVE-2021-22600 - HIGH -  kernel: double free in packet_set_ring() in net/packet/af_packet.c
CVE-2021-3600 - HIGH -  kernel: eBPF 32-bit source register truncation on div/mod
CVE-2021-41864 - HIGH -  kernel: eBPF multiplication integer overflow in prealloc_elems_and_freelist() in kernel/bpf/stackmap.c leads to out-of-bounds write
CVE-2022-22942 - HIGH -  kernel: failing usercopy allows for use-after-free exploitation
CVE-2021-4083 - HIGH -  kernel: fget: check that the fd still exists after getting a ref to it
CVE-2021-27365 - HIGH -  kernel: heap buffer overflow in the iSCSI subsystem
CVE-2019-14814 - HIGH -  kernel: heap overflow in mwifiex_set_uap_rates() function of Marvell Wifi Driver leading to DoS
CVE-2019-14816 - HIGH -  kernel: heap overflow in mwifiex_update_vs_ie() function of Marvell WiFi driver
CVE-2020-12654 - HIGH -  kernel: heap-based buffer overflow in mwifiex_ret_wmm_get_status function in drivers/net/wireless/marvell/mwifiex/wmm.c
CVE-2019-14815 - HIGH -  kernel: heap-overflow in mwifiex_set_wmm_params() function of Marvell WiFi driver leading to DoS
CVE-2020-25643 - HIGH -  kernel: improper input validation in ppp_cp_parse_cr function leads to memory corruption and read overflow
CVE-2021-45485 - HIGH -  kernel: information leak in the IPv6 implementation
CVE-2019-0136 - HIGH -  kernel: insufficient access control in the Intel(R) PROSet/Wireless WiFi Software driver may allow an unauthenticated user to potentially enable DoS via adjacent access
CVE-2020-13974 - HIGH -  kernel: integer overflow in k_ascii() in drivers/tty/vt/keyboard.c
CVE-2021-3612 - HIGH -  kernel: joydev: zero size passed to joydev_handle_JSIOCSBTNMAP()
CVE-2020-10757 - HIGH -  kernel: kernel: DAX hugepages not considered during mremap
CVE-2020-29661 - HIGH -  kernel: locking issue in drivers/tty/tty_jobctrl.c can lead to an use-after-free
CVE-2021-3847 - HIGH -  kernel: low-privileged user privileges escalation
CVE-2020-14386 - HIGH -  kernel: memory corruption in net/packet/af_packet.c leads to elevation of privilege
CVE-2013-7445 - HIGH -  kernel: memory exhaustion via crafted Graphics Execution Manager (GEM) objects
CVE-2020-25672 - HIGH -  kernel: memory leak in llcp_sock_connect()
CVE-2019-19078 - HIGH -  kernel: memory leak in the ath10k_usb_hif_tx_sg() function in drivers/net/wireless/ath/ath10k/usb.c leads to DoS
CVE-2019-19079 - HIGH -  kernel: memory leak in the qrtr_tun_write_iter() function in net/qrtr/tun.c leads to DoS
CVE-2021-42252 - HIGH -  kernel: memory overwrite in the kernel with potential privileges execution
CVE-2022-30594 - HIGH -  kernel: mishandled seccomp permissions
CVE-2020-11668 - HIGH -  kernel: mishandles invalid descriptors in drivers/media/usb/gspca/xirlink_cit.c
CVE-2019-19448 - HIGH -  kernel: mounting a crafted btrfs filesystem image, performing some operations, and then making a syncfs system call can lead to a use-after-free in try_merge_free_space in fs/btrfs/free-space-cache.c
CVE-2019-19447 - HIGH -  kernel: mounting a crafted ext4 filesystem image, performing some operations, and unmounting can lead to a use-after-free in ext4_put_super in fs/ext4/super.c
CVE-2019-19449 - HIGH -  kernel: mounting a crafted f2fs filesystem image can lead to slab-out-of-bounds read access in f2fs_build_segment_manager in fs/f2fs/segment.c
CVE-2020-12351 - HIGH -  kernel: net: bluetooth: type confusion while processing AMP packets
CVE-2021-20322 - HIGH -  kernel: new DNS Cache Poisoning Attack based on ICMP fragment needed packets replies
CVE-2021-3760 - HIGH -  kernel: nfc: Use-After-Free vulnerability of ndev->rf_conn_info object
CVE-2019-15117 - HIGH -  kernel: out of bounds memory access in parse_audio_mixer_unit in sound/usb/mixer.c
CVE-2021-3743 - HIGH -  kernel: out-of-bound Read in qrtr_endpoint_post in net/qrtr/qrtr.c
CVE-2019-15925 - HIGH -  kernel: out-of-bounds access in function hclge_tm_schd_mode_vnet_base_cfg
CVE-2021-45469 - HIGH -  kernel: out-of-bounds memory access in __f2fs_setxattr() in fs/f2fs/xattr.c when an inode has an invalid last xattr entry
CVE-2019-15918 - HIGH -  kernel: out-of-bounds read in fs/cifs/smb2pdu.c
CVE-2021-27364 - HIGH -  kernel: out-of-bounds read in libiscsi module
CVE-2020-9383 - HIGH -  kernel: out-of-bounds read in set_fdc in drivers/block/floppy.c
CVE-2021-0512 - HIGH -  kernel: out-of-bounds write due to a heap buffer overflow in __hidinput_change_resolution_multipliers() of hid-input.c
CVE-2019-19816 - HIGH -  kernel: out-of-bounds write in __btrfs_map_block in fs/btrfs/volumes.c
CVE-2019-19814 - HIGH -  kernel: out-of-bounds write in __remove_dirty_segment in fs/f2fs/segment.c
CVE-2019-19378 - HIGH -  kernel: out-of-bounds write in index_rbio_pages in fs/btrfs/raid56.c
CVE-2021-22555 - HIGH -  kernel: out-of-bounds write in xt_compat_target_from_user() in net/netfilter/x_tables.c
CVE-2021-3493 - HIGH -  kernel: overlayfs file system caps privilege escalation
CVE-2020-14351 - HIGH -  kernel: performance counters race condition use-after-free
CVE-2022-0330 - HIGH -  kernel: possible privileges escalation due to missing TLB flush
CVE-2021-3752 - HIGH -  kernel: possible use-after-free in bluetooth module
CVE-2022-26490 - HIGH -  kernel: potential buffer overflows in EVT_TRANSACTION in st21nfca
CVE-2021-37576 - HIGH -  kernel: powerpc: KVM guest OS users can cause host OS memory corruption
CVE-2019-12817 - HIGH -  kernel: ppc: unrelated processes being able to read/write to each other's virtual memory
CVE-2021-32399 - HIGH -  kernel: race condition for removal of the HCI controller
CVE-2020-25668 - HIGH -  kernel: race condition in fg_console can lead to use-after-free in con_font_op
CVE-2021-3609 - HIGH -  kernel: race condition in net/can/bcm.c leads to local privilege escalation
CVE-2022-1729 - HIGH -  kernel: race condition in perf_event_open leads to privilege escalation
CVE-2018-20836 - HIGH -  kernel: race condition in smp_task_timedout() and smp_task_done() in drivers/scsi/libsas/sas_expander.c leads to use-after-free
CVE-2022-1048 - HIGH -  kernel: race condition in snd_pcm_hw_free leading to use-after-free
CVE-2021-39686 - HIGH -  kernel: race condition in the Android binder driver could lead to incorrect security checks
CVE-2019-18683 - HIGH -  kernel: race condition in vivid_stop_generating_vid_cap(),vivid_stop_generating_vid_out(), sdr_cap_stop_streaming()
CVE-2021-40490 - HIGH -  kernel: race condition was discovered in ext4_write_inline_data_end in fs/ext4/inline.c in the ext4 subsystem
CVE-2020-25670 - HIGH -  kernel: refcount leak in llcp_sock_bind()
CVE-2020-25671 - HIGH -  kernel: refcount leak in llcp_sock_connect()
CVE-2020-14381 - HIGH -  kernel: referencing inode of removed superblock in get_futex_key() causes UAF
CVE-2022-0435 - HIGH -  kernel: remote stack overflow via kernel panic on systems using TIPC may lead to DoS
CVE-2019-17666 - HIGH -  kernel: rtl_p2p_noa_ie in drivers/net/wireless/realtek/rtlwifi/ps.c in the Linux kernel lacks a certain upper-bound check, leading to a buffer overflow
CVE-2021-33909 - HIGH -  kernel: size_t-to-int conversion vulnerability in the filesystem layer
CVE-2020-36386 - HIGH -  kernel: slab out-of-bounds read in hci_extended_inquiry_result_evt() in net/bluetooth/hci_event.c
CVE-2021-42008 - HIGH -  kernel: slab out-of-bounds write in decode_data() in drivers/net/hamradio/6pack.c
CVE-2020-1749 - HIGH -  kernel: some ipv6 protocols not encrypted over ipsec tunnel
CVE-2019-11479 - HIGH -  kernel: tcp: excessive resource consumption for TCP connections with low MSS allows remote denial of service
CVE-2020-29368 - HIGH -  kernel: the copy-on-write implementation can grant unintended write access because of a race condition in a THP mapcount check
CVE-2020-24394 - HIGH -  kernel: umask not applied on filesystem without ACL support
CVE-2020-0466 - HIGH -  kernel: use after free in eventpoll.c may lead to escalation of privilege
CVE-2019-19768 - HIGH -  kernel: use-after-free in __blk_add_trace in kernel/trace/blktrace.c
CVE-2019-13233 - HIGH -  kernel: use-after-free in arch/x86/lib/insn-eval.c
CVE-2020-0423 - HIGH -  kernel: use-after-free in binder_release_work of binder.c due to improper locking may lead to local escalation of privilege
CVE-2020-12657 - HIGH -  kernel: use-after-free in block/bfq-iosched.c related to bfq_idle_slice_timer_body
CVE-2019-19377 - HIGH -  kernel: use-after-free in btrfs_queue_work in fs/btrfs/async-thread.c
CVE-2021-33033 - HIGH -  kernel: use-after-free in cipso_v4_genopt in net/ipv4/cipso_ipv4.c
CVE-2019-19770 - HIGH -  kernel: use-after-free in debugfs_remove in fs/debugfs/inode.c
CVE-2022-24958 - HIGH -  kernel: use-after-free in dev->buf release in drivers/usb/gadget/legacy/inode.c
CVE-2020-36385 - HIGH -  kernel: use-after-free in drivers/infiniband/core/ucma.c ctx use-after-free
CVE-2020-8428 - HIGH -  kernel: use-after-free in fs/namei.c
CVE-2020-7053 - HIGH -  kernel: use-after-free in i915_ppgtt_close in drivers/gpu/drm/i915/i915_gem_gtt.c
CVE-2020-27786 - HIGH -  kernel: use-after-free in kernel midi subsystem
CVE-2020-8648 - HIGH -  kernel: use-after-free in n_tty_receive_buf_common function in drivers/tty/n_tty.c
CVE-2021-33034 - HIGH -  kernel: use-after-free in net/bluetooth/hci_event.c when destroying an hci_chan
CVE-2021-23134 - HIGH -  kernel: use-after-free in nfc sockets
CVE-2021-3483 - HIGH -  kernel: use-after-free in nosy driver in nosy_ioctl() in drivers/firewire/nosy.c when a device is added twice
CVE-2021-3715 - HIGH -  kernel: use-after-free in route4_change() in net/sched/cls_route.c
CVE-2019-19543 - HIGH -  kernel: use-after-free in serial_ir_init_module() in drivers/media/rc/serial_ir.c
CVE-2021-44733 - HIGH -  kernel: use-after-free in the TEE subsystem
CVE-2019-25045 - HIGH -  kernel: use-after-free in the XFRM subsystem related to an xfrm_state_fini() panic
CVE-2021-39698 - HIGH -  kernel: use-after-free in the file polling implementation
CVE-2020-25669 - HIGH -  kernel: use-after-free read in sunkbd_reinit in drivers/input/keyboard/sunkbd.c
CVE-2021-3640 - HIGH -  kernel: use-after-free vulnerability in function sco_sock_sendmsg()
CVE-2019-19252 - HIGH -  kernel: vcs_write in drivers/tty/vt/vc_screen.c does not prevent write access to vcsu devices
CVE-2019-14835 - HIGH -  kernel: vhost-net: guest to host kernel escape during migration
CVE-2019-16714 - HIGH -  kernel: vulnerability in rds6_inc_info_copy in net/rds/recv.c allows attackers to obtain sensitive information
CVE-2020-35519 - HIGH -  kernel: x25_bind out-of-bounds read
CVE-2021-36222 - HIGH -  krb5: Sending a request containing PA-ENCRYPTED-CHALLENGE padata element without using FAST could result in NULL dereference in KDC which leads to DoS
CVE-2020-28196 - HIGH -  krb5: unbounded recursion via an ASN.1-encoded Kerberos message in lib/krb5/asn.1/asn1_encode.c may lead to DoS
CVE-2020-14363 - HIGH -  libX11: integer overflow leads to double free in locale handling
CVE-2020-8169 - HIGH -  libcurl: partial password leak over DNS on HTTP redirect
CVE-2021-33560 - HIGH -  libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2019-13115 - HIGH -  libssh2: integer overflow in kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c leads to out-of-bounds write
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2020-19131 - HIGH -  libtiff: a buffer overflow via the "invertImage()" may lead to DoS
CVE-2022-0891 - HIGH -  libtiff: heap buffer overflow in extractImageSection
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2020-36332 - HIGH -  libwebp: excessive memory allocation when reading a file
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-20305 - HIGH -  nettle: Out of bounds memory access in signature verification
CVE-2021-3580 - HIGH -  nettle: Remote crash in RSA decryption via manipulated ciphertext
CVE-2020-11080 - HIGH -  nghttp2: overly large SETTINGS frames can lead to DoS
CVE-2020-36230 - HIGH -  openldap: Assertion failure in ber_next_element in decode.c
CVE-2021-27212 - HIGH -  openldap: Assertion failure in slapd in the issuerAndThisUpdateCheck function
CVE-2020-36222 - HIGH -  openldap: Assertion failure in slapd in the saslAuthzTo validation
CVE-2020-36226 - HIGH -  openldap: Denial of service via length miscalculation in slap_parse_user
CVE-2020-36225 - HIGH -  openldap: Double free in the saslAuthzTo processing
CVE-2020-36227 - HIGH -  openldap: Infinite loop in slapd with the cancel_extop Cancel operation
CVE-2020-36228 - HIGH -  openldap: Integer underflow in issuerAndThisUpdateCheck in schema_init.c
CVE-2020-36221 - HIGH -  openldap: Integer underflow in serialNumberAndIssuerCheck in schema_init.c
CVE-2020-36224 - HIGH -  openldap: Invalid pointer free in the saslAuthzTo processing
CVE-2020-25692 - HIGH -  openldap: NULL pointer dereference for unauthenticated packet in slapd
CVE-2020-36223 - HIGH -  openldap: Out-of-bounds read in Values Return Filter
CVE-2020-36229 - HIGH -  openldap: Type confusion in ad_keystring in ad.c
CVE-2020-25710 - HIGH -  openldap: assertion failure in CSN normalization with invalid input
CVE-2020-25709 - HIGH -  openldap: assertion failure in Certificate List syntax validation
CVE-2020-12243 - HIGH -  openldap: denial of service via nested boolean expressions in LDAP search filters
